id_institution_subnet,model,test_SMAPE,test_R2,test_RMSE,normal_SMAPE,normal_R2
151,SN-168,92.50990514534107,-0.6338661206049288,474060091.91462,89.90860471096383,-0.5994496892495214
151,MA-24,109.31994843968644,-0.03345411561686196,377025532.68666875,106.92280971511359,-0.035331269837602486
151,MA-168,114.41832900840146,-0.0789957018651204,385243234.0253164,111.69437059327709,-0.08221269127924469
152,Mean,108.12887239209819,-0.16870629894274258,277647065.5802589,106.50394798462075,-0.1856354775934561
152,SN-24,91.52460567638691,-0.19477083927282823,280726042.0325354,90.37728029889638,-0.17567064466562243
152,SN-168,82.7350832979536,0.0928665215606711,244611005.61326504,79.74877357127947,0.1316884812948812
152,MA-24,100.97803495116999,-0.11562920790663322,271269104.28642696,100.5265863037269,-0.12920054288303184
152,MA-168,106.86787883273057,-0.19777820123854384,281079128.24727875,105.2070165399122,-0.2129643453219665
153,Mean,83.09644247123516,-0.01637429615727415,587243256.7350037,80.17302306475528,-0.030276227640394726
153,SN-24,79.8928077472293,-0.15297945351534104,625463521.7873956,78.6265907766966,-0.18411144989320682
153,SN-168,79.9423049018868,-0.2796608392157349,658929030.4405273,76.626666490427,-0.23373521372063144
153,MA-24,79.09656773248109,0.08730009673309269,556487231.6599725,78.1133863512773,0.06930846944444113
153,MA-168,81.51613206595763,-0.050240077986981824,596946617.2396858,79.18188680194753,-0.07027370402801392
154,Mean,126.79543573745906,-0.20489164387470038,148464410.61231378,123.4205447298702,-0.221311399831291
154,SN-24,101.2476447130933,-0.3512219694362324,157221418.81748617,101.55605705405115,-0.3683097981786523
154,SN-168,98.70893596070104,-0.2699616280963313,152420598.19816798,96.51973892865617,-0.21938964542948725
154,MA-24,122.84263665289082,-0.12181563874312218,143254775.13550428,121.13970826440521,-0.13801340097308779
154,MA-168,124.63849039930639,-0.15535706110558856,145380605.638602,122.19375040821147,-0.17101262954338203
155,Mean,110.8000377896034,-0.03925332884918631,711644672.0767667,110.46138567003425,-0.042551427466495984
155,SN-24,92.68500028981673,-1.0434322514437024,997889865.2614018,92.86279780944695,-1.155534964766423
155,SN-168,82.48531237665733,-1.0720347845454392,1004849477.5724955,81.71281180454787,-1.1694407327718848
155,MA-24,101.44609510766294,-0.0318947238766889,709120737.4919324,101.66397745294051,-0.03739974083149833
155,MA-168,108.76811640650071,-0.04053908138696305,712084755.3971925,108.56907707014717,-0.04381834966895637
156,Mean,120.81118084024736,-0.14418472770957091,222853264.52181885,120.55137066248602,-0.15924596028823168
156,SN-24,95.66659078678262,-0.7739751869052163,277488313.5605772,94.58362899141542,-0.7922653674741054
156,SN-168,97.01486977916706,-0.768072995466248,277026313.386199,96.69236899742255,-0.8069261821249798
156,MA-24,95.81782174269094,-0.012821566889873681,209670532.09041154,92.21956849015021,-0.017811936165662345
156,MA-168,101.08862666020089,-0.06383326567484482,214885796.3807642,97.86303304912968,-0.07142706848375391
157,Mean,92.24743523340864,-0.019695487318079463,2795684032.444207,94.38440181531001,-0.022195266388879586
157,SN-24,71.66234372292455,-0.7896889081791361,3703749540.2323933,71.27909343800476,-0.7926097974510782
157,SN-168,74.3883515071906,-0.8615603173036002,3777386236.8372846,72.14004576934462,-0.8607315099970887
157,MA-24,79.83177937264662,-0.0181224551078476,2793526820.5980773,80.68647048759988,-0.02061415620314344
157,MA-168,81.16446616510851,-0.019671386440538674,2795650993.73928,81.01566972055014,-0.022171057001235228
158,Mean,63.16311506905865,-0.007080496544062953,2697279586.344282,60.930315018041625,-0.024559792464229124
158,SN-24,51.88800193005053,-0.16303442775134314,2898612483.471011,51.234396751000446,-0.19603246069944902
158,SN-168,52.04476973254456,-0.15771461688593047,2891975644.7788844,49.76392700772118,-0.12289235065700188
158,MA-24,54.3116146356346,0.12715930854824864,2511084719.1067553,54.15743589079662,0.09398353747423871
158,MA-168,60.24765680313317,-0.036399235059171975,2736260333.9153886,60.13609682315489,-0.08162007748176414
159,Mean,94.5104957779948,-0.009854297147232183,403016447.0269003,87.17117124033163,-0.041275619972933386
159,SN-24,101.15988672038247,-0.9954297910665109,566515291.5469618,101.08064975381366,-0.9327301125213141
159,SN-168,105.64164970217371,-0.9882622925754392,565496926.8913218,102.5080025088829,-1.0169406838493136
159,MA-24,86.3512305537225,-0.009477874817316101,402941328.007271,86.44974695805683,-0.029289466503319428
159,MA-168,89.57967892611511,-0.010736559172107585,403192456.81424856,87.75025187684902,-0.040335203682542176
160,Mean,103.76758265762926,-0.20391963215763398,338116966.0647044,104.83378630501039,-0.20581559347496814
160,SN-24,91.9208956301244,-0.6846310658402692,399963737.1967656,90.36526206887349,-0.651167790544118
160,SN-168,95.24499142273464,-0.7161921743238784,403692958.11041206,95.03254022595833,-0.6266803852389711
160,MA-24,98.73414983440108,-0.11240052878731643,325011560.1709897,100.23517931675177,-0.11390618678393283
160,MA-168,99.84614839911804,-0.1360786119051689,328452375.36257607,101.14771236359019,-0.1394305628762056
161,Mean,72.16574755160427,-0.044555654099612596,484569484.15153265,71.00235642074193,-0.054143349215246106
161,SN-24,64.22067959159217,-0.37453333796410515,555863180.0155921,63.41038715862267,-0.3581044294444209
161,SN-168,60.713205555527075,-0.27424093902897995,535199927.3562289,58.279820618647584,-0.23057766241659916
161,MA-24,65.68087940110274,-0.007521875800171829,475901979.29123265,64.95212623643748,-0.018566260805761736
161,MA-168,70.4713733005771,-0.08321536563896026,493455137.34207064,69.56631757964605,-0.09369813414106765
162,Mean,85.88446735651512,-0.024131644287112897,1137671290.4533632,85.62693676193514,-0.03561015530721878
162,SN-24,75.75587461506993,-0.17348380886387704,1217804169.9595258,74.71169568091493,-0.16794732889002484
162,SN-168,78.70892694137068,-0.2979877369152455,1280779007.2012742,77.92018942787016,-0.24762054907239994
162,MA-24,85.3519577120927,-0.08792563742234027,1172569278.7845218,85.2107920760034,-0.09665118516706928
162,MA-168,84.95786124051371,-0.1081696236529186,1183428507.170309,84.91696503744036,-0.1181735511692823
163,Mean,160.4757995548326,-11.258581036908033,4031024148.5463176,158.13329182213985,-9.682690376901396
163,SN-24,45.22053584249285,0.15690077122074697,1057145206.103533,45.46577072172009,0.1471313352285898
163,SN-168,50.9524454094217,-0.030774905895271987,1168899619.534014,51.26093399335636,-0.04153596018797434
163,MA-24,39.92749174367253,0.43234973096355966,867432565.7652094,40.19407139174731,0.4254196486085583
163,MA-168,42.734993286522446,0.4066871429504808,886823470.3647053,43.30916335587006,0.39930366136663664
164,Mean,72.1585527633522,-0.49832085981901786,8184025261.444358,73.81727862899527,-0.5377315623899972
164,SN-24,38.787632517835554,0.5497441578837357,4486361102.617679,38.30638382125983,0.567115509501998
164,SN-168,40.3285538047588,0.507911153027887,4690145429.622722,38.55247825777956,0.583241731253531
164,MA-24,50.9506955770328,0.3652838280213636,5326652070.965166,50.899107257989606,0.36045854964644863
164,MA-168,55.74384115802976,0.1775000615548663,6063627101.257462,55.69932354016487,0.1674721254411612
165,Mean,170.3752287396127,-0.05240233851831233,51159536.04626505,169.74982034393992,-0.0534258904643139
165,SN-24,102.63483570226053,-0.8434900473852491,67710511.36937182,102.28771201120257,-0.8467000518373142
165,SN-168,92.65428022196305,-0.7240722400514739,65480716.76939779,92.04448416365142,-0.7512295546197281
165,MA-24,142.16884585259092,-0.04905178097022622,51078032.22693324,140.36184026167257,-0.049942276332242574
165,MA-168,171.6838243238797,-0.05201788498763782,51150190.637127034,171.72590767597336,-0.05300151605047221
166,Mean,37.39218273817036,-0.1721463119051616,6209.167920986203,35.72818137413599,-0.1467902143547939
166,SN-24,41.092354727679876,-0.4065187139634563,6801.6651856938415,39.96110298452055,-0.4602844751048383
166,SN-168,45.24609800371016,-0.7400980665049564,7565.355744631055,43.55148201832091,-0.8377373442763789
166,MA-24,31.1415816844904,0.21554809805113384,5079.554829594952,30.335313225222315,0.1794176793569653
166,MA-168,33.466406466496146,0.08433612910351529,5487.95487520378,31.924427259895776,0.10209903197333281
167,Mean,49.28090637385047,-0.49688152259379703,115628.1715474776,50.53766795557525,-0.47291192006922267
167,SN-24,32.30883104858192,0.3601448453984891,75598.08263752858,32.0708026630018,0.4057495511770651
167,SN-168,49.18720386744797,-0.5193508492338732,116492.7723185996,49.34497940968021,-0.2995980788757806
167,MA-24,23.956502810500215,0.6678629935498392,54466.388297922014,24.103636955532604,0.6840308019398628
167,MA-168,33.88968497419241,0.3548441525916223,75910.57188872679,34.35128168917849,0.40542084166779657
168,Mean,56.82883524967372,-0.0018243728519067304,398794585.1562341,52.91289459985046,-0.00021211282322264324
168,SN-24,65.19640013579951,-0.645248092292579,511056779.85887766,62.86248581359061,-0.6100466883334155
168,SN-168,66.53144772108315,-0.7490164027151889,526926933.05043787,62.84992201506332,-0.621679666422249
168,MA-24,52.311132401741375,0.02777899883650603,392858320.1488109,50.40525896654029,0.00543527127885024
168,MA-168,53.87256116627541,-0.0382509794401118,405979992.2611773,51.6978650023083,-0.06089334304593863
169,Mean,120.30314894244376,-0.007126359837691831,1949212.0861346158,123.37097527988973,-0.008006646416978347
169,SN-24,100.71734213277675,-0.6665967440994351,2507450.559313903,99.57813817725854,-0.6680641093727056
169,SN-168,106.0646354419641,-0.8425263227868856,2636476.8637349596,104.09534209838849,-0.844136619031624
169,MA-24,81.13835150042821,-0.00469314928294029,1946856.020527593,80.35590477097571,-0.005583051448095455
169,MA-168,86.09929825841668,-0.004819546273557851,1946978.4803071313,84.32006259666642,-0.0057029964570518565
170,Mean,63.06442374775839,-0.1429492782483135,385351519.7455061,62.448254719715216,-0.16246925995648231
170,SN-24,62.37704047978314,-0.41088568499823186,428143653.54430664,60.84947884063684,-0.4358169446382276
170,SN-168,65.98216420108446,-0.565630215752724,451012100.9209094,63.93631210805548,-0.5399413298568678
170,MA-24,61.53181913497655,-0.04326911102872888,368164383.0983039,60.3875076307109,-0.05363048631943235
170,MA-168,61.638362343889185,-0.08236753158099397,374999747.43637294,60.1371724244177,-0.08353223031640256
171,Mean,65.10524979678061,-0.1437856085378988,850076416.6723683,56.46831940074046,-0.07566227091525879
171,SN-24,57.84948715545065,0.5797308352449054,515287274.66231495,60.14064139066423,-0.45069664511775676
171,SN-168,64.19258720041837,-0.13373045304130038,846331606.7298312,58.9200291903682,-0.5640056235589388
171,MA-24,52.91996114254931,0.7465241603021049,400178672.4790312,55.45280631361261,-0.029733150699852384
171,MA-168,57.32300587164622,0.5086063217218963,557186308.940925,56.416717832018406,-0.08029147653920066
172,Mean,49.6157434049663,-0.031836160720871254,942596808.5701184,46.41862544027117,-0.06557599873580378
172,SN-24,49.29181036460592,-0.2727882634852403,1046884269.5478348,47.696272589263685,-0.3427368688412471
172,SN-168,47.54887108254452,-0.16034717882732097,999573119.3516881,43.31721677148846,-0.13032992276486732
172,MA-24,45.37777664621477,0.06274815371979969,898356564.142773,44.29377369049165,0.0159926745265061
172,MA-168,47.6286186871187,-0.012238915058000233,933602719.1548307,46.189461708888416,-0.06277531002610481
173,Mean,57.16510792260835,-0.021559954641702683,389269873.03810525,54.712945143763,-0.035706390997854554
173,SN-24,63.62408792172336,-0.6418958192156845,493505119.02255064,61.822694972180855,-0.6800197423745187
173,SN-168,62.67539535565329,-0.6314413967967623,491931465.60484874,59.54663093775371,-0.6023234094753123
173,MA-24,55.97699244782691,-0.0034706940781019657,385807983.45679,54.19297535242789,-0.019392721445022243
173,MA-168,57.01895290148214,-0.040259107962600016,392816414.1458655,55.05923501150567,-0.05559526294828765
174,Mean,68.30442525704446,-0.06532582590959701,769584449.0407168,66.31993372754633,-0.08165877279553513
174,SN-24,65.32643809719725,0.01031625555960236,741759768.0646136,63.77601438123194,0.0013473556266649922
174,SN-168,69.88478281318241,-0.9549501494086152,1042516408.9482278,65.31414484130771,-0.2586808025391718
174,MA-24,63.72347181077327,0.47231271666107444,541630821.3484492,62.46976091487107,0.47036578567255327
174,MA-168,68.48117588697662,0.028527665177494832,734903430.0072156,66.86280033392349,0.025604543466772767
175,Mean,173.30514411154147,-1.4272203724349013,574451883.3076898,176.5758987499104,-1.9461680114427273
175,SN-24,58.2674399135375,-0.7236224825685944,484083331.0953697,56.18282835693434,-0.6916273787909741
175,SN-168,58.764726639329126,-0.7199741580207963,483570739.54374623,54.894882974811054,-0.8968628835864487
175,MA-24,48.84168524724855,0.011839396507623223,366532780.0480659,47.09377765585162,-0.01908289570165067
175,MA-168,50.56935620639449,-0.028173548867216125,373880028.1418682,48.159339402749694,-0.06367380455656124
176,Mean,60.077763621300825,-0.0028904478002955702,1256041725.531759,60.124624158566945,-0.006465871760162223
176,SN-24,49.153080454051874,0.032396245793227196,1233746949.2860093,48.66948648047663,0.04161721123381412
176,SN-168,59.197710068560504,-0.07112975830864476,1298070744.3620527,58.25125249124044,0.013439129660791194
176,MA-24,53.64169357891657,0.0824862674073149,1201388874.9673216,53.562110815956046,0.07990781901281174
176,MA-168,63.83872646589644,-0.05450025609291864,1287954925.2060988,64.66900818763294,-0.061876759252060376
177,Mean,84.19303669043254,-0.07521718697496094,238063566.89952034,78.75706546784389,-0.09031636318897518
177,SN-24,82.64664946501121,-0.6960459746210845,298994808.5044358,79.83569538803839,-0.7151681779649746
177,SN-168,84.94108546281271,-0.7649731588770445,305009867.7784066,79.8675992895374,-0.7277597136148302
177,MA-24,74.69980203384713,0.02274326366165713,226959922.1414863,73.22752144993426,0.011617465465992849
177,MA-168,78.9438648409747,-0.023289719226785355,232243807.4921138,76.66628122592726,-0.03508604436387941
178,Mean,40.83861799464766,-0.0016903057751349593,1051172971.829319,38.76285474343988,-0.0003868174041727901
178,SN-24,37.7913803399194,-0.15529778190015575,1128897262.736457,37.06354054028842,-0.1856134920198329
178,SN-168,39.37089924811089,-0.1524875492797828,1127523419.75543,36.248391904258376,-0.060114195249101554
178,MA-24,37.35236930269015,0.08046376033449221,1007144708.1056458,36.84958873108745,0.04742232401394242
178,MA-168,38.98217252830884,0.0023700667446311385,1049040332.6918131,37.704635270047326,-0.02670160966440771
179,Mean,57.33618940536627,-0.02416697451135974,1528277221.3328412,54.59209828845931,-0.04159717614193892
179,SN-24,51.056785147873505,-0.2871570743569516,1713296510.614967,49.06863225632297,-0.3028896306592419
179,SN-168,48.35963197889548,-0.09097769031779857,1577337727.9964821,43.92298605555657,-0.023992197916867353
179,MA-24,51.696937736278215,0.0769068783850223,1450906792.3052437,50.44234661184682,0.04956975835182764
179,MA-168,54.97279506760672,-0.035565076643018,1536757899.8727276,53.3590278886933,-0.06987467408026515
180,Mean,78.18814699665054,-0.030407292786721163,332525800.5346274,67.2060321327186,-0.06613778143718263
180,SN-24,84.92570286347325,-0.7762636541980832,436590820.7228385,83.0018075500236,-0.8959496032042213
180,SN-168,91.55078077696473,-0.8748569402764754,448543898.2742688,84.88397218332071,-0.9191002358239362
180,MA-24,68.97044726729987,9.39742120587006e-06,327581106.20892894,67.32106023527902,-0.07086995174234989
180,MA-168,74.04650286673777,-0.0412296565089878,334267497.8044868,68.51873734340585,-0.1061377373194694
181,Mean,97.297305911396,-0.09591458490560933,1711556486.002518,94.00630939133798,-0.11045234007757698
181,SN-24,63.96915789344786,0.1397732341323742,1516384578.219147,62.71942746367143,0.13216855147512885
181,SN-168,55.59929173871269,0.4313204537169686,1232925080.914812,51.51871553265573,0.4515003831543085
181,MA-24,84.61449382104098,-0.04914518366857745,1674636986.2185962,82.1209472635017,-0.05177160459666785
181,MA-168,91.5866271422138,-0.14214147506111563,1747281322.2520554,89.62935597363769,-0.15004583896991042
182,Mean,114.71516870947893,-0.30046772652537457,187433947.74567667,114.03917175537413,-0.29409599016031307
182,SN-24,85.80524878270282,-0.2682924429589082,185100744.42104998,85.15318661100491,-0.27644169533094676
182,SN-168,82.71143362008952,-0.13762927755998655,175306832.63046452,81.44275139946542,-0.1387933453308352
182,MA-24,106.75961174501253,-0.1319148852747265,174865989.0296191,105.7109240838665,-0.11971683986437709
182,MA-168,108.70766166458256,-0.1908278160176191,179358906.8273154,107.82463599660362,-0.18371757207262918
183,Mean,191.06093230706557,-0.19330753614247542,142959834.59187996,191.16050569452852,-0.1989615710574677
183,SN-24,132.0430062167326,-0.7538305202011932,173313206.39607254,131.66394748384823,-0.7812768258533835
183,SN-168,133.8835292560588,-0.8357409199609256,177314209.28929874,134.04979471930596,-0.8716961087699409
183,MA-24,159.17225978378792,-0.19171227936069735,142864245.68932715,160.30486051686265,-0.1971437500118387
183,MA-168,160.78315948706629,-0.19537276177054141,143083489.50597155,162.50439418701407,-0.2009466088386651
184,Mean,76.03236407087692,-0.10056043593427466,765428929.0700572,73.05615140295544,-0.12626812139184462
184,SN-24,66.35512942002464,-0.3699826831586692,853995265.2087839,64.42294561173819,-0.37679229928164637
184,SN-168,57.35462264600939,-0.07585744531820926,756789832.8522793,53.65977421004167,-0.08011552158784996
184,MA-24,69.39341988501914,0.013200519332627003,724790312.8403106,67.89916260327004,0.002940587163903774
184,MA-168,75.13175472933595,-0.09776708477136964,764456937.8289497,73.17166636235362,-0.1178436388965527
185,Mean,59.18300749307141,-0.295261310530456,1731.23171430026,54.89683025973409,-0.2880845206076055
185,SN-24,56.880637588234485,-0.8529974682882078,2070.684418899958,55.07851545861948,-0.8265885769141801
185,SN-168,58.942511539245025,-0.9397272735075177,2118.5896132693574,56.18927730120432,-1.110528783955771
185,MA-24,42.49555355262918,0.023740156158984393,1503.0008134473378,41.50979293787719,0.012670920257885188
185,MA-168,44.59382817217492,-0.050020529817723425,1558.7461644615526,42.887570597216815,-0.06092722675625262
186,Mean,57.51205241213494,-0.7365258727309645,2435.1351141261407,52.560512423951636,-0.6197617872498147
186,SN-24,50.1393477954837,-0.5984495003104129,2336.3176725157246,48.70991559039787,-0.7011329302150213
186,SN-168,53.26791773176206,-0.8105364111537972,2486.4862708513915,49.81210042606076,-0.8602749210809812
186,MA-24,36.86042752229321,0.10872651413192225,1744.5681022075312,35.768175263820254,0.051346175579625175
186,MA-168,39.32736899556096,0.03740682185699995,1813.0251298477688,36.960247374440165,0.002530989086473423
187,Mean,56.75239075361493,-0.2106986576864922,1479.6740596004272,52.11922039826435,-0.18139187149075053
187,SN-24,54.80865931415019,-0.71237750616387,1759.7370864372072,53.224416786534455,-0.7112966787348962
187,SN-168,57.75643275868943,-0.877787436691982,1842.7704705116244,55.295248287199826,-0.955764526365374
187,MA-24,40.925753915779374,0.07720197661043637,1291.81807701636,40.18115237140948,0.056043640128552674
187,MA-168,43.54127294023864,-0.006551051079203951,1349.1676929919122,41.50215618363749,-0.023751913963488525
188,Mean,138.79855088604089,-0.12322360245702169,141069726.9292533,133.60031511810757,-0.12493069176417393
188,SN-24,86.31514313407762,0.1344635222303041,123834998.48996784,83.12384593427889,0.15033877202119794
188,SN-168,90.71187177198982,0.15212314914628833,122565179.14722785,84.1654753855619,0.17754806278931035
188,MA-24,120.06530658153345,-0.11115658965779773,140309910.74851272,115.23082163314047,-0.11123844518282855
188,MA-168,124.23574323294007,-0.12283870486302795,141045554.51571423,119.76597445735062,-0.12354207694258523
189,Mean,126.01269548882699,-0.057429401169829086,466573587.1847044,120.91867753716492,-0.06841303670726684
189,SN-24,92.1009961399561,-0.35653798073101495,528457952.52129906,90.49240447359843,-0.3773988160889521
189,SN-168,96.74836118245793,-0.24574323261147568,506417525.93475634,90.14767078738808,-0.24376459347517843
189,MA-24,98.4186312012725,-0.014503793257413022,457005362.9173105,97.72741529699825,-0.025041465844689803
189,MA-168,103.36232982445233,-0.054369880406382576,465898116.25810385,100.08551190708526,-0.06683240657643741
190,Mean,145.5614510725503,-0.18171603560616778,2054358201.3498666,146.4073567419143,-0.1777697139612049
190,SN-24,100.55152488831267,-0.4218244699165903,2253422352.319986,99.45471644417,-0.42044140266061425
190,SN-168,89.90853169244333,-0.3571475248002609,2201573227.1889644,88.9060230179071,-0.35280219183410555
190,MA-24,95.84234648292697,0.05705955020243836,1835108466.541488,93.81085490858113,0.0661297863158774
190,MA-168,137.60361572764768,-0.19196190740208685,2063244965.1984298,136.36221669905768,-0.18349641048098486
191,Mean,93.9006826069459,-0.1460214772267585,345060271.8983685,93.00614870835511,-0.1576774021470273
191,SN-24,86.53706199846101,-0.12018175351566684,341147999.54414785,86.60042444609974,-0.12362433964392139
191,SN-168,88.23102827693148,-0.034177086798103495,327790254.5416156,89.11143634179822,-0.05051086351393064
191,MA-24,85.87053372671478,0.08712487116103529,307967061.6001384,85.30387909388088,0.09105439130592607
191,MA-168,94.1866454868215,-0.12734225976145108,342236617.9995382,93.24996360372491,-0.13313712115717102
192,Mean,149.93402785631628,-0.27077800651218986,497946112.07789856,151.34531460553424,-0.267199375092005
192,SN-24,106.18851746597693,-0.13556237354921197,470709537.23978454,104.97057995365033,-0.13069081672233707
192,SN-168,91.86009741715026,-0.07884481367151608,458803782.75953424,91.85968308442972,-0.08654960199871531
192,MA-24,96.58388826869891,0.1603297590374948,404764002.34668267,95.45042619130979,0.1668304915135682
192,MA-168,144.52783982871438,-0.25898237489545783,495629703.3599095,143.32560578164674,-0.24918832770762167
193,Mean,111.76884804059935,-0.11947530784619609,370042540.7355017,108.0415122406282,-0.13055718307047193
193,SN-24,92.49564005887059,-0.16434781800261367,377385979.6807467,91.2928854677247,-0.15866373163875047
193,SN-168,84.2251455422231,0.08728575400956173,334127183.1302626,80.02989455882265,0.1356604716055192
193,MA-24,104.86972823771485,-0.08908692269447549,364985546.2860121,102.40042024486425,-0.09448762435249836
193,MA-168,107.06039474105444,-0.13471007430737147,372551957.8938705,104.73163222493235,-0.1434495821006616
194,Mean,115.18416179024209,-0.12251675930318084,231577102.44732302,111.98234689102546,-0.12270035855431827
194,SN-24,86.42536090676623,0.09376633400931389,208074708.40106246,86.32169289931247,0.09471402455116851
194,SN-168,83.77266951712322,0.24666526671729627,189711297.56131303,82.3257066790233,0.25978719663936145
194,MA-24,104.74751596041874,-0.09646619683403723,228874191.0790955,103.0950034328375,-0.09353618164067523
194,MA-168,108.55143026702785,-0.13516241043970756,232877858.89568117,106.2791295163193,-0.13429273158985588
195,Mean,105.51505948970575,-0.08704907495581105,362366270.8827734,100.8537408967426,-0.09319402062492821
195,SN-24,87.50782469482658,-0.42322728865880155,414629618.77772003,87.20766858657176,-0.3976968644245389
195,SN-168,87.94067305182902,-0.2510746754634645,388744992.4858406,85.35999848125849,-0.2625187302640637
195,MA-24,100.1464254853265,-0.0581130945955326,357510857.5342961,99.00455544713725,-0.059630051274474516
195,MA-168,101.68845691661213,-0.07900199434386135,361022537.98856103,100.11755577539098,-0.08238451214086107
196,Mean,132.45032374193588,-0.18984102488496624,427643640.04779303,130.33729338925065,-0.18792989269033322
196,SN-24,103.76322832931977,-0.04782446607546276,401311694.3659055,102.66610607463417,-0.06514938885315114
196,SN-168,98.85093327938915,0.06675797109947745,378734347.0297616,97.11055066954165,0.0774823383708042
196,MA-24,119.76976592025565,-0.1013013147855566,411424951.76345617,117.84294149709649,-0.09488264305228844
196,MA-168,131.1876555121389,-0.17979379340672863,425834262.3915289,129.4212218322032,-0.17653783908028586
197,Mean,133.64257431905372,-0.18146699031212687,307176852.4094543,132.01557222742454,-0.17768704530395607
197,SN-24,108.26855840287412,-0.07315603046890207,292758238.28166384,107.66589391253692,-0.08118228016995843
197,SN-168,107.01808782346835,-0.07139401501168363,292517799.5934429,106.40375027863908,-0.04840167680989649
197,MA-24,126.72558699510688,-0.14936406197614138,302974792.4737967,125.09204720048,-0.14117138151727238
197,MA-168,132.47479524317097,-0.2053061019800868,310260413.8719255,130.83276895259672,-0.19891146546866256
198,Mean,50.801570608568184,-0.10257800020746788,23456.333553557837,45.21716310486873,-0.0549057117137306
198,SN-24,29.48676969889003,-0.5501601846559092,27812.738748363325,29.400428129227375,-0.6144256077811432
198,SN-168,36.490029751903165,-0.7158080173756853,29261.043771196928,34.381402768122896,-0.7764853965642085
198,MA-24,22.182173286461804,0.2854144804287966,18883.503499142378,22.496711709018292,0.2560582398528918
198,MA-168,25.82732136701193,0.1401215366764117,20714.47845644705,24.916955794832415,0.1087075429663864
199,Mean,59.42228263237407,-0.01730541791198359,958.4237704032363,57.08211280970406,-0.012005380956902512
199,SN-24,65.41425254586109,-0.7761785656140374,1266.4125627242888,64.61040084816382,-0.7898819443816913
199,SN-168,69.67797242172881,-1.0130201125961142,1348.2050658699593,67.6946005164741,-1.050881810783193
199,MA-24,49.69614799517253,0.020844415490280377,940.2811942349074,49.17585433398164,0.012308606828934754
199,MA-168,52.41862566385963,-0.06548358680734934,980.85606007575,51.27116401399705,-0.0674754848646626
200,Mean,45.498065365156954,-0.04987227806232464,22538197985.912735,41.844868773999366,-0.013237860862823414
200,SN-24,30.46292034824939,0.37754576630032444,17354202791.16881,29.892029388763508,0.32855641096886434
200,SN-168,36.81512911773754,0.14447004608607472,20345509276.31404,33.24437410122359,0.1957996525570177
200,MA-24,38.01535352129674,0.24215588702720148,19148770588.17865,37.8481177519793,0.16389662729658716
200,MA-168,40.648674545731154,0.12240782163558273,20606172324.504635,39.841180375291216,0.051509949941548006
201,Mean,54.242414011374095,-0.009973445243027568,39122275.182769924,54.899058550458676,-0.011403339168870374
201,SN-24,56.72263147656328,-0.9703413119299034,54643669.70257403,57.61748799207693,-0.9730874775868814
201,SN-168,61.599635967074406,-0.8672401856550547,53194804.68645145,59.508056290681985,-0.8688473861041255
201,MA-24,44.51680694315838,0.013980249185901461,38655556.78185681,46.00226673095155,0.012608203363449033
201,MA-168,46.61315435310995,-0.002054097435719271,38968591.618090875,46.38809377947833,-0.003444424628169296
202,Mean,52.78474549664146,-0.027581962381922676,43009732170.007126,47.69344713004454,-0.006315225377155231
202,SN-24,47.23672403889238,-0.38173961307060167,49873702028.660034,46.48395506481818,-0.4371982159890011
202,SN-168,54.13254482029865,-0.7589260871425338,56270697315.01883,52.46198535146021,-0.7909962174264396
202,MA-24,37.403599461979915,0.28427147108982465,35894893261.90581,36.963187943803824,0.25075866829754456
202,MA-168,44.002216290321435,0.05613903579651136,41220429679.52264,42.839813301665615,0.014651952805786572
203,Mean,117.44993090816959,-0.06917699691134183,578733691.8462559,116.56223698226687,-0.07115341354316973
203,SN-24,90.85014182712094,-0.8060267510059855,752170077.2864755,90.33109782725396,-0.815795176267448
203,SN-168,84.54470175383247,-0.7677197657303159,744150318.518557,83.47344043917373,-0.778871090983903
203,MA-24,107.63999077224535,-0.04502496286304791,572159739.8768127,107.1703898540959,-0.0455865829386668
203,MA-168,116.50936456036938,-0.07362325508891465,579935798.5842434,115.9966078891918,-0.07477914179168033
204,Mean,70.94173620831779,-0.13427805833117556,202629179.2851483,69.6910119320776,-0.1384444705624157
204,SN-24,84.13305844109003,-0.7668841354437672,252898501.19393328,83.1403831947256,-0.7618092597199742
204,SN-168,86.46642328469139,-0.8686371471639742,260078654.00866055,85.07219314098089,-0.8845852095225806
204,MA-24,65.83224250173859,0.051629390633297856,185281160.85432276,64.7942796021328,0.06622828360590816
204,MA-168,68.2964612600378,0.0009956965666240158,190162947.10428903,66.63522392062704,0.01702051584196218
205,Mean,62.99549746428934,-0.1771632948539852,157949890.36761713,61.884923681399094,-0.15794215942738332
205,SN-24,55.365153050576374,-0.7784983010521964,194145666.060895,57.70214480397235,-0.7956952636524994
205,SN-168,57.930114240213534,-0.729949996077502,191477499.71816596,58.6962346111853,-0.733693244681404
205,MA-24,49.55271288973968,0.022712447495994992,143917019.57977363,52.026221046203645,0.01650564441727831
205,MA-168,54.328545343860945,-0.02281969057038724,147231424.13207135,56.455737013952835,-0.02370421898911168
206,Mean,71.39857971953933,-0.01762012792791756,1615268082.8860033,70.14424227431971,-0.018630733634560137
206,SN-24,68.84341045706942,-0.9305035152244305,2224779969.6703625,67.83152878608082,-0.9378624346225224
206,SN-168,63.440360143066286,-0.9253726825702644,2221821526.882339,61.75238290593564,-0.9292544379953727
