id_institution_subnet,model,test_SMAPE,test_R2,test_RMSE,normal_SMAPE,normal_R2
35,MA-168,45.64795497159583,0.03648087190617322,267210.14079147833,41.43256067538147,0.020557431192170905
36,Mean,86.09179235267594,-0.010669397027267769,989715530.6050032,82.16886992410721,-0.014112066199706286
36,SN-24,69.14789003852954,-0.7878479742283604,1316349221.3597045,68.32488290376297,-0.7944135391677862
36,SN-168,76.62982476863488,-0.7748805216711034,1311566722.744921,76.41549854144212,-0.7791877223869415
36,MA-24,61.853238925214114,0.053423510448802336,957819521.6048878,61.63266149356023,0.04994249329504097
36,MA-168,65.45532311735717,0.002100704982443191,983442981.8439131,64.75144690172579,-0.0016411481978193532
37,Mean,75.96431417781481,-0.5995584214669529,1546.4123342047674,76.53157954571454,-0.6434287506800431
37,SN-24,82.28114715874078,-1.1281959050912045,1783.7379540465558,82.42914748200255,-1.0888470354986204
37,SN-168,76.92037202799291,-1.3859194013903218,1888.6571885716758,77.44206752600667,-1.5001652909611098
37,MA-24,67.33285936065755,-0.41653012369853615,1455.251846243503,67.66751754935486,-0.4367367702641143
37,MA-168,61.77198765074423,-0.192972588673326,1335.4895192071563,61.0758645345041,-0.1835645210054453
38,Mean,129.76802436709025,-0.053331216163737816,20067934942.82806,126.0256664044838,-0.057525242419273814
38,SN-24,91.40374363165893,-0.40438729330189127,23172007086.33039,90.94179581218815,-0.2570227480962639
38,SN-168,122.61357972089932,-1.2048341108475138,29034086512.995483,121.83652182032299,-1.2815403809227224
38,MA-24,87.80732003401478,0.231777978017491,17138135935.891975,88.46968180490673,0.25030658791749205
38,MA-168,115.5576265493227,-0.030776090798944056,19851913543.52465,114.71514713010238,-0.025059340889929338
39,Mean,193.56264458929903,-0.008635766398676248,1871109.8357854122,193.79492494504993,-0.006737563358919285
39,SN-24,55.220302286104875,-1.005383258793251,2638340.1837722305,52.00609048908217,-1.0060663678994137
39,SN-168,72.33573671527067,-0.9361488490428218,2592396.7645712206,70.73189840833084,-1.1520022264277165
39,MA-24,43.7291140309333,-0.0034163348720757103,1866262.2995922102,40.930323795769944,-0.0024652352963354662
39,MA-168,55.00893239601334,-0.004323791688037426,1867106.0020814056,53.766960192614555,-0.0025388225980329526
40,Mean,60.97691848356167,-0.04037820282232474,28784081.66796989,60.70475471964646,-0.03879900446904583
40,SN-24,67.94508634576076,-0.9852313300077327,39761459.381011456,67.40340800231088,-1.0096791663357112
40,SN-168,71.23399695439983,-1.00235034405139,39932526.56688122,69.35590606404169,-1.0098729968145763
40,MA-24,56.18962228113619,-0.016701106935796073,28454660.224903654,55.432890951105904,-0.01688643362068576
40,MA-168,57.08875226742822,-0.025024173344172285,28570892.66814993,55.92871032002363,-0.023621014739033663
41,Mean,92.51321543349653,-0.01909061011184221,3190837.6608779537,89.57950473494395,-0.013705428376579176
41,SN-24,58.5107141383274,-0.9927190074994445,4461915.496174367,57.273291168594284,-0.9948447242127363
41,SN-168,60.89991084473299,-1.007787860896181,4478754.127145378,59.13770389957171,-1.007454481043097
41,MA-24,44.99115712398615,-0.0013356604941245909,3162919.587479712,44.14083928442623,-0.002402212582589991
41,MA-168,45.90765687028839,-0.0010326012867709622,3162440.91460331,44.50205926764935,-0.0020341779750017164
