id_institution,model,test_RMSE,test_SMAPE,test_R2,test_n_obs,normal_RMSE,normal_SMAPE,normal_R2,outage_RMSE,outage_SMAPE,outage_R2,outage_n_obs
4,MA-24,158231666.76451537,110.04086512397431,-0.09619113720476724,4030,160674938.57525408,107.44370628220572,-0.08696413978307516,140958574.4404958,127.26671789646211,-0.18576927651129727,528
4,MA-168,161690983.85578862,114.84962452014105,-0.1446457182305927,4030,164548584.18435094,111.91889373901833,-0.1400062467026768,141282249.24120018,134.2879184509964,-0.19122115183741895,528
5,Mean,1225831121.742854,118.56665098500147,-0.09511000767591749,4030,1126796714.835023,115.70709779573033,-0.10282391226550147,1745850244.7257605,137.5328541456597,-0.08004369514841914,528
5,SN-24,1442356240.1552205,87.47476871052604,-0.5161477895358786,4030,1291324636.807453,85.8084849065645,-0.44839128747779666,2195176008.266675,98.5265222739225,-0.7075209655788992,528
5,SN-168,1182273130.975678,80.98739071972865,-0.01866667991581039,4030,1098194787.0220423,79.84705052186239,-0.04754764694139113,1633856279.243576,88.55078347148562,0.05407859556141403,528
5,MA-24,1212807353.2832778,110.66875894520469,-0.07196376247209524,4030,1111300083.650562,107.81817171041747,-0.07269862526837856,1742302450.3900328,129.5754947335094,-0.0756585772546392,528
5,MA-168,1224313462.7964408,117.91922950573436,-0.0924000509182803,4030,1124896714.1447906,115.75496898055316,-0.09910789221084326,1745848527.0534096,132.27385139812958,-0.08004156992572531,528
6,Mean,195797263.79262167,109.33910940108058,-0.06736601001174214,4030,196387512.91821846,108.65374792014002,-0.08039332758257856,191836428.4782318,113.8848213447432,-0.01112739625674708,528
6,SN-24,221627684.329316,93.44337765014818,-0.36756554186430357,4030,216409824.44689605,91.49574429218947,-0.3119222522008098,253531787.5157188,106.36120344479087,-0.766072604666961,528
6,SN-168,222939413.01404616,95.13002518252519,-0.38380163241885934,4030,217343270.87919393,93.49035917169762,-0.3232641607210587,256990043.2646166,106.00523421646099,-0.8145808027721662,528
6,MA-24,192022481.27010414,92.54803389136396,-0.026607154188841298,4030,191089568.17881483,90.1604452794835,-0.02288806425553558,198098924.40054888,108.38389623758616,-0.07822141175627939,528
6,MA-168,201167088.9982281,103.96263101351961,-0.12671478923293011,4030,201148050.2593779,101.89629906720587,-0.13340678335313605,201293319.2964037,117.66773418774446,-0.11327495688360556,528
7,Mean,351575287.5828245,143.33648271243578,-0.16721960036762473,4030,361936382.9476916,141.47600463737336,-0.16446016789114437,273078973.46719563,155.676244490596,-0.2089201648117034,528
7,SN-24,314268865.97322375,98.14467326459176,0.0673501875473449,4030,322722417.7171851,97.54131386701448,0.07419734368825648,251096732.33328772,102.14650017806837,-0.022123140065301028,528
