id_institution,test_SMAPE,test_R2,test_R2_clip,test_n_obs,outage_SMAPE,outage_R2
0,23.694625423737353,0.6868448233021345,0.6868448233021345,3480,29.778320683799286,0.47075956607516556
1,24.06569000490504,0.5816327951933477,0.5816327951933477,3480,23.52572162640591,0.5202141774423079
2,30.341391067484896,0.14396440932810117,0.14396440932810117,3480,33.03456491810964,0.20731107959330253
3,27.318346333959237,0.6730150726360309,0.6730150726360309,3480,33.438703345501196,0.23004171441853183
4,70.53395539842896,0.5156480424106898,0.5156480424106898,3480,83.13483911028433,0.414458435121713
5,66.481264685159,0.2446248435936753,0.2446248435936753,3480,76.8495241951441,0.10922235420138704
6,79.71138594985203,0.16074642913215265,0.16074642913215265,3480,92.10221689626655,0.09569928806479544
7,76.0579582215454,0.4825852984345439,0.4825852984345439,3480,82.8948063025774,0.29574099615295246
8,106.5806399115604,0.3099670609247691,0.3099670609247691,3471,109.81270286090485,0.07300160355581264
9,39.80713808477693,0.18188972434191675,0.18188972434191675,3480,49.031895732815954,0.10678127511680136
10,46.29762934692467,0.6852121055512737,0.6852121055512737,3480,47.915713128442704,0.5405614511670231
11,131.14837315616157,-0.19718125387281882,-0.19718125387281882,3480,130.05937370075839,-0.09350029230585144
12,51.96020616499275,0.4396992778619193,0.4396992778619193,3478,60.67812527826783,0.6886458944647396
13,85.76343139811146,-0.009124090302681909,-0.009124090302681909,3479,87.46066361852623,-0.3760172499367782
14,78.56502322953341,0.06805780600769018,0.06805780600769018,3480,85.37012749282611,-0.25815653037674235
15,74.91418048722231,0.1335404786478206,0.1335404786478206,3480,87.64405301368188,0.10798261041997104
16,67.76170018104565,0.30443092041821773,0.30443092041821773,3480,84.97223833385571,-0.9787340432661376
17,61.97271213824216,0.4037574724113503,0.4037574724113503,3480,72.07878291784004,-0.018571129966769462
18,95.33193771560616,0.020784705127521175,0.020784705127521175,3480,92.6817894468039,-0.3280475793125135
19,68.99369473542274,-0.008349660881145748,-0.008349660881145748,3480,68.61593943182169,-0.048741189360833825
20,90.3424917785129,-0.022072843660247754,-0.022072843660247754,3478,96.03338889827711,-0.11333435505520817
21,77.93867119230484,-0.021292973106523228,-0.021292973106523228,3480,77.59963954587269,-0.008640175407300887
22,34.466370032642345,0.45312901829244223,0.45312901829244223,3480,42.234092041983224,0.2334515753223828
23,29.923293893564423,0.7093690221481386,0.7093690221481386,3480,31.953994332952522,0.438996598277962
24,48.94437214785408,0.04426990196384761,0.04426990196384761,3480,66.2038737902657,-0.03668029655660132
25,51.58037905424818,0.12036591994125845,0.12036591994125845,3480,62.421926346499646,0.17353197541949705
26,46.25781672768724,0.17710380346434318,0.17710380346434318,3480,56.68863142069327,-0.16175928273976892
27,33.519045483813954,0.3574656278490549,0.3574656278490549,3480,49.796910763903554,0.242126604098573
28,46.99300102568304,0.12889776845752843,0.12889776845752843,3480,62.04679854984374,0.16911412207347276
29,50.992209590970084,0.20194275598504863,0.20194275598504863,3478,61.38862684847205,0.11380607662164788
30,67.26634446668955,-8.697619931233119,-1.0,3478,76.63107086515814,-0.2883137959213251
31,48.04532658632245,-0.9113189400343857,-0.9113189400343857,3474,43.734132449014886,0.2862594732274947
32,27.368752603668845,0.4088297928450779,0.4088297928450779,3480,35.79237925961854,0.2822823475393632
33,33.6722013678348,0.3223351672296543,0.3223351672296543,3480,46.732207569646135,0.4097643534054408
34,42.288266573685625,0.605192142784631,0.605192142784631,3480,53.298300802641094,0.5241720427330216
35,72.41655334566677,0.2013413169371403,0.2013413169371403,3480,75.42209981602464,0.08132209330996032
36,44.88681022355968,0.34800477503074556,0.34800477503074556,3480,61.36272546243694,0.27039231380245876
37,29.996814684483287,0.03665873269327047,0.03665873269327047,3480,42.54662784865796,0.07599269282436594
38,78.70187375064499,0.43028397130806706,0.43028397130806706,3476,111.51739522919695,0.6639626328404356
39,82.95546858660397,-0.3841818402724271,-0.3841818402724271,3480,83.80056175812274,-0.8909145325494565
40,73.26794955771474,0.3212237198720659,0.3212237198720659,3480,66.61188537080261,-0.25870587264124434
41,69.98999574287853,-0.3782565616249818,-0.3782565616249818,3480,83.53374805405934,-2.857740944171736
42,68.96736614772124,0.5089902748773125,0.5089902748773125,3480,67.04119258875511,0.45418494393479203
43,73.65279812740441,0.29241967031967175,0.29241967031967175,3480,81.61772158871253,0.16907995462842185
45,85.97259147254968,-0.30289119393397823,-0.30289119393397823,3480,90.07519101707187,-1.1567860609817004
46,95.55389721880638,-1.8656870975566142,-1.0,3480,106.59476616602517,-15.962712427195079
47,22.315626526928387,0.13079193655870436,0.13079193655870436,3476,24.42703649938068,0.3666275782646028
48,25.86355145362444,0.5328348625296027,0.5328348625296027,3480,34.46176279024103,0.28131244608501527
49,35.22960000684005,0.19713909472635138,0.19713909472635138,3480,41.48348384842604,0.19558855781744733
50,30.403304066741864,0.6481832160883815,0.6481832160883815,3480,37.93336145216203,0.14479111781264808
51,45.94148242034105,0.025951449254953296,0.025951449254953296,3480,33.135418926070145,-0.6477061596826048
52,36.070593017451536,0.5346147060317906,0.5346147060317906,3480,38.63311149294178,0.5273780977181561
53,31.182261926079757,0.6398346359329231,0.6398346359329231,3480,37.83139602648548,0.2484356839837526
54,70.49052627404218,0.3088200871351643,0.3088200871351643,3480,68.47776132791789,0.5229009902254703
55,29.590438159248073,0.565973490611921,0.565973490611921,3480,32.89102768099595,0.6030979514837945
56,35.75158433677979,0.5324260613357765,0.5324260613357765,3480,44.686517103033445,0.3224407141138824
57,29.904896499475182,0.588391212202777,0.588391212202777,3480,39.22050754760509,0.23463254683095036
58,75.5473879305156,0.4037297257838315,0.4037297257838315,3480,87.37259073457943,0.425915556194974
59,34.365948282106366,0.5693677292774216,0.5693677292774216,3480,39.79401356921933,0.2762190174271423
60,33.68635216738794,0.3634055327702096,0.3634055327702096,3480,50.36964725125069,0.34703381795972055
61,30.080760360378466,-0.06644064363173952,-0.06644064363173952,3480,35.703904151711754,0.1505824536104764
62,77.90107770782771,0.4570619878754554,0.4570619878754554,3480,73.2555219865007,0.34255531548000284
63,80.49583579081153,0.4870998428709483,0.4870998428709483,3480,75.74444543583083,0.3949280639370548
64,63.04087277054228,0.4782409427527655,0.4782409427527655,3480,75.51435196037981,0.4574333596647605
65,79.40503055319155,0.4171177742788702,0.4171177742788702,3480,84.29111193110953,0.6021189720584068
66,48.52661898350101,0.32355033045810766,0.32355033045810766,3480,61.715373149663435,0.16888928586575547
67,41.812998779608854,0.41052977335216234,0.41052977335216234,3480,50.13890484726221,0.14563499364364185
68,29.38447712380579,0.5162126392897171,0.5162126392897171,3480,45.33445315564842,0.3417097496032777
69,36.54370927735461,0.6345455911077689,0.6345455911077689,3480,52.299851634476056,0.5403277047211845
70,74.42750885318418,0.5020729333601741,0.5020729333601741,3480,85.24091927059119,0.4261530840277764
71,81.1256132791198,0.37612817005347776,0.37612817005347776,3480,87.90711827802107,0.3069554272250228
72,95.3749892300352,-0.6684940554555523,-0.6684940554555523,3480,92.55327276767353,-1.361398411717818
73,63.32226289043166,0.37177564925308193,0.37177564925308193,3480,73.8917809830765,0.45485445938917346
74,37.374182686075706,0.5304779658205028,0.5304779658205028,3480,41.36312630266554,0.5031966294388391
75,42.27530699875327,0.011901275762406627,0.011901275762406627,3480,51.344713811751596,0.10967939702358409
76,69.8020001585302,0.2859054918783226,0.2859054918783226,3480,67.00147419514984,0.35546247727374936
77,62.983783536538255,0.08710256408662942,0.08710256408662942,3480,79.39787574267126,-0.14992244966853252
78,54.89923989866298,0.15256314535299698,0.15256314535299698,3480,63.53087432829263,0.2832665675069561
79,47.68283044863773,0.267483881774366,0.267483881774366,3480,57.91956515121156,0.08663243752768734
80,24.283400938586418,0.637029800800741,0.637029800800741,3480,29.3953886088389,0.564212161228534
81,55.002081087417174,0.24418914817530857,0.24418914817530857,3480,58.91598464419051,0.0301744558431839
82,89.69086226633858,0.048037337030572225,0.048037337030572225,3480,93.91731015947164,0.06982557423937663
83,109.05617409379624,-0.446119179751975,-0.446119179751975,3480,126.80114776460303,-0.21692241835309867
84,54.38574969608343,-0.03532416033481667,-0.03532416033481667,3479,71.86785387702201,0.037012166354355336
85,50.738008295481485,0.15404131061286563,0.15404131061286563,3464,64.99941394907727,0.04238531064991791
86,50.27203286666428,0.4724081824522869,0.4724081824522869,3476,54.39878433571168,0.19110132786054246
87,60.225440661511854,0.13977494868244855,0.13977494868244855,3480,68.00232479692406,0.08772281994092546
88,75.7243099242305,0.24780593444576682,0.24780593444576682,3480,69.55445179428634,0.01015850787252881
