id_institution,test_SMAPE,test_R2,test_R2_clip,test_n_obs,outage_SMAPE,outage_R2
0,22.066428811478293,0.7231133877234286,0.7231133877234286,3480,27.082309150698684,0.529608400764656
1,23.61281842641674,0.6001321569802809,0.6001321569802809,3480,22.512502129684606,0.5623855933410095
2,29.68558394618594,0.18693036537210672,0.18693036537210672,3480,34.255681336834016,0.24732416959437087
3,27.531105490257236,0.6983303532800986,0.6983303532800986,3480,32.355816250709935,0.3056594697801104
4,69.53231533533933,0.5295636299136264,0.5295636299136264,3480,82.701928346677,0.3825938549891754
5,64.1717643000098,0.30438349698402944,0.30438349698402944,3480,72.32885754923525,0.1979265361088186
6,78.7350070062741,0.2677585953300953,0.2677585953300953,3480,90.48970079875937,0.14584277396452316
7,76.7931825312508,0.47241832003333173,0.47241832003333173,3480,87.1370894705583,0.44376151662507135
8,106.664033684221,0.3437836219350996,0.3437836219350996,3471,114.44409133508637,-0.16536533431347844
9,37.64030754475864,0.21475067379153623,0.21475067379153623,3480,49.00667687094513,0.21539341361083597
10,44.4206862121801,0.7399626247692399,0.7399626247692399,3480,46.001460862026704,0.7104616960398515
11,131.22972525193808,-0.1927789911541813,-0.1927789911541813,3480,131.83176112283553,-0.09393988077093596
12,51.1660587547768,0.48024672333012486,0.48024672333012486,3478,62.59298069214522,0.6698660590061294
13,82.27651768066674,0.037288556908266046,0.037288556908266046,3479,81.0981084745053,0.23152130376355795
14,78.28240182410362,0.1360700533521101,0.1360700533521101,3480,85.53038736293352,0.25351958529373053
15,72.69892104619416,0.17354410911068463,0.17354410911068463,3480,86.9922800217297,0.28384914980463993
16,65.03808998743897,0.482588612087655,0.482588612087655,3480,81.61850658066852,0.17368888391367876
17,60.649275773655695,0.4812032194208099,0.4812032194208099,3480,76.37458030802962,0.24637722876053736
18,92.78571492630432,0.20802595362554432,0.20802595362554432,3480,92.33152609737381,0.07142897285480287
19,67.06055827484158,0.004659946399739656,0.004659946399739656,3480,68.04214517196284,-0.01787924017231024
20,88.84599298183963,0.018498670271419715,0.018498670271419715,3478,89.97492637409566,0.13207980996432034
21,73.59550234706185,-0.022211012876499847,-0.022211012876499847,3480,69.74623083180151,-0.00863701927428595
