id_institution_subnet,test_SMAPE,test_R2,test_R2_clip,test_n_obs,paper_RMSE,paper_R2,paper_Harmonic,paper_n_pts,outage_SMAPE,outage_R2
0,35.86674418789719,0.3492967532279302,0.3492967532279302,3192,0.13791516572891613,0.26108127021927596,0.23244561963170216,3864,44.60642501093612,-0.6997662654493737
1,113.41657584707221,-0.032502497222669735,-0.032502497222669735,2344,0.05895964658647859,-0.021747933763028415,0.11148602669308626,3864,139.4161212024501,-0.23072515516840997
2,46.154543891703646,4.5695642648668766e-05,4.5695642648668766e-05,3185,0.15284023580328351,-0.25671208052566885,0.27253500065130287,3864,72.30178734620083,-1.5654410279923363
3,74.30850841009745,-0.004211288339532215,-0.004211288339532215,3191,0.018837364587768638,-0.001452052521909275,0.036979149473029445,3864,121.13635820118289,0.05006626010673565
4,73.59198032829667,0.08484949831926014,0.08484949831926014,3192,0.0656589359741613,0.06359520653997541,0.12271343742659159,3864,96.09484014989263,-0.03528470395361438
5,118.90763759983076,0.025946525553524724,0.025946525553524724,3192,0.029432151815931975,0.040778063210569204,0.05711191809985641,3864,153.31909552551664,-303.36374689675955
6,35.57610176893481,0.5131441601414443,0.5131441601414443,3192,0.10812091326088608,0.5036210860777115,0.1775647868976542,3864,54.51210558131683,0.13240261414144283
7,64.48753211764036,0.28220229358661386,0.28220229358661386,3192,0.06001492739621934,0.3043187701415976,0.11049747467962065,3864,67.32860728280255,0.43002822133714735
8,61.342477611378264,0.173576283322617,0.173576283322617,3192,0.03622887067954346,0.11295780031106917,0.06961452204281122,3864,83.85259568874463,-1.6188711357617596
9,77.3101794083525,-0.02352644109392288,-0.02352644109392288,2688,0.07640061850849635,0.039569011410876764,0.141541830053464,3864,113.87735833118518,-1.242662383855814
10,66.21464994057818,0.30337117384458057,0.30337117384458057,3192,0.03035167023527704,0.28382124660997443,0.05823532615548477,3864,71.53820977489893,0.1528631661155645
11,70.45035728891057,-0.009781054439604642,-0.009781054439604642,3097,0.1448387901725331,-0.2734324134920578,0.2600946979112433,3864,63.34613937337087,-1.0958228119652405
12,49.15923406427182,-0.03809297001336032,-0.03809297001336032,3192,0.15078014953915433,-0.02342525702871745,0.2628368297979181,3864,49.59532557539338,-0.74566228592611
13,61.8477563332103,0.03075111564539401,0.03075111564539401,3192,0.05065189012533524,0.03957171782733182,0.09622878413550019,3864,86.12552141666515,-0.0009726484309759975
14,49.88799378398156,0.3605809307881094,0.3605809307881094,3192,0.04018199700367448,0.35992931275237294,0.07561695538307552,3864,73.43739278970021,0.3089715000266251
15,52.01722635724999,0.01740053070025749,0.01740053070025749,3192,0.04803415563012175,0.019036272877391847,0.0915837925925735,3864,87.89445377711222,-0.013959021657775628
16,103.94266219348991,-0.10035895339442069,-0.10035895339442069,3192,0.07711872093595988,-0.09105774862619054,0.1440552523247744,3864,127.86911430987095,-0.05736698138207452
