id_institution_subnet,test_SMAPE,test_R2,test_R2_clip,test_n_obs,outage_SMAPE,outage_R2
0,30.47834688701626,0.5798769280578853,0.5798769280578853,3192,36.57957304590886,-0.11955718338425081
1,114.64984587937757,-0.034419523354473514,-0.034419523354473514,2344,135.59672111840047,-0.12984852711271366
2,39.53188679099252,0.0004857914305995692,0.0004857914305995692,3185,59.17851354071443,-0.5742956801266321
3,77.86348214095294,-0.003115884158635618,-0.003115884158635618,3191,124.85397943945952,-0.005257234063377636
4,72.54728460432553,0.03869958604266077,0.03869958604266077,3192,92.8264882630587,-0.00396368208374942
5,114.60698377014246,0.02428618115049952,0.02428618115049952,3192,144.25509664565882,-70.17617869047652
6,35.29386741017891,0.48317409410875,0.48317409410875,3192,52.84235477556747,-0.06545974459219273
7,66.16665959044606,0.2949888530340634,0.2949888530340634,3192,68.02719680540828,-0.35542878107382947
8,60.22182831114885,0.18106505508868298,0.18106505508868298,3192,77.51522609314682,-0.8761330308622046
9,77.65386887872123,-0.08853011405018796,-0.08853011405018796,2688,105.3365218644662,-0.8775175353798936
10,64.60641858600883,0.1947316800128741,0.1947316800128741,3192,66.59718698631129,-0.08638209518479112
11,47.76307021459182,-0.008388696182832778,-0.008388696182832778,3097,50.04585841039958,-0.6025882354626377
12,46.700363169411816,-0.05942347395097203,-0.05942347395097203,3192,45.47855394355766,-0.4052261646591946
13,63.90608697730492,-0.002934593375038874,-0.002934593375038874,3192,87.31653851504768,-0.10423878956051391
14,53.14560516124662,0.25690665217479436,0.25690665217479436,3192,71.72194796987701,-0.08517373198324307
15,54.930705260529464,0.0073108874529551615,0.0073108874529551615,3192,76.78143581334137,-0.025724453315655538
16,107.39099732483344,-0.12214391018942994,-0.12214391018942994,3192,114.75807877939117,-0.06744963528347325
17,29.83541782366209,0.4286346611937034,0.4286346611937034,3192,36.08851773924091,-0.38859458028424965
19,98.19870039468314,-0.05429578901540899,-0.05429578901540899,3192,96.38283118508187,-0.023810254144136955
20,29.93622409923942,0.03443040294892363,0.03443040294892363,3192,45.01175167271952,-0.22864710033235025
21,45.91121247741382,-0.009543426959054857,-0.009543426959054857,3188,62.307903247211605,-0.35845494588834925
22,61.8824519983158,0.007471960574757519,0.007471960574757519,3191,99.15382056377308,-1.3234841223268559
23,56.46075042666151,-0.06711653470160583,-0.06711653470160583,3083,68.83732858956361,-0.060570723397953996
24,45.66571133461491,0.1392135874460363,0.1392135874460363,3192,86.22207491269094,-0.10855709488389942
25,36.31297286530261,0.16090530319973062,0.16090530319973062,3192,53.752407222182875,-2.1323354026876156
26,50.507488587722406,-0.0012767643271311968,-0.0012767643271311968,3192,76.92208706223343,-0.003236648583879731
27,79.70931515228801,-0.0011566832740257382,-0.0011566832740257382,3192,97.57224190512103,0.006668717068203267
28,130.18761738390728,-0.07021430195832101,-0.07021430195832101,3192,126.7875265494482,-0.03592301325896119
29,26.115809827107416,0.17054244238527472,0.17054244238527472,3192,58.781135174693475,-0.16642141300226565
30,31.15835597041311,-0.06687830737026124,-0.06687830737026124,3192,43.03777648574436,-0.8543474927972898
31,55.042793788067044,-0.37028974115365054,-0.37028974115365054,3175,63.3630316501295,-0.2337386941046682
32,63.9394438311292,-0.2491738683512783,-0.2491738683512783,3192,112.3570338832705,-0.45300860442819024
33,130.45593376611578,-0.19790781304956595,-0.19790781304956595,3192,137.01841195259036,-0.10689307285637151
34,74.29637905411155,-3.12956471516328,-1.0,3192,68.72441873094304,-5.323738315514086
35,44.566644893603026,-0.00035656641810333234,-0.00035656641810333234,3192,83.86904333261003,-0.07984960350916914
36,68.52486714999793,-0.019234332149501876,-0.019234332149501876,3192,81.43991258645009,-0.007899344413285991
37,63.14907606378577,-0.17560995175495742,-0.17560995175495742,450,68.5280700255584,-0.042359689686364055
38,124.07534945760446,-0.054992231349403786,-0.054992231349403786,3192,134.18787477273392,-0.062307664011018504
39,156.68705584772482,-5.934710853654518,-1.0,2150,163.47156468355638,-2.479085194520657
40,58.17358039503026,-0.027025959167439106,-0.027025959167439106,3192,64.6886858331101,-0.037662523404302206
41,57.05039596476315,0.0007386987011147594,0.0007386987011147594,3192,69.58904583019606,-1.4037519223593495
42,43.76036199996609,-0.07251748832442928,-0.07251748832442928,271,48.01168251950696,-0.06295979037084587
43,43.45881734645505,-0.0033850472656566932,-0.0033850472656566932,3192,71.01207900997436,-0.07727514726633977
44,90.10846713465824,-0.023509329500666754,-0.023509329500666754,3149,109.65863498128752,-0.8108825214667401
45,93.1169230301744,-0.009118383898589322,-0.009118383898589322,3192,97.2503691164201,-0.022768551205692544
46,168.00304969533434,0.0016244894276771227,0.0016244894276771227,2631,164.9002234403466,-0.01783887178153365
47,64.61560079445232,-0.5085708437911332,-0.5085708437911332,3192,65.00419030803253,-4.643216873686608
48,68.07903087262177,-0.0038874488578257704,-0.0038874488578257704,3192,96.25227485878648,-0.0035500039856362076
49,64.00712312034499,-0.012273267879057137,-0.012273267879057137,3192,80.03462286776171,-0.009194376229761936
50,33.870895185958574,-0.007712140249768629,-0.007712140249768629,3192,43.90039316476394,-0.011991465765071485
51,83.75115387878836,-0.02337029790993217,-0.02337029790993217,3192,133.1489739252544,-0.4274609565981091
52,33.99040181565712,-0.3867595517712774,-0.3867595517712774,3192,45.71515377481744,-2.943867844742587
53,50.116588170320874,0.04402394249977459,0.04402394249977459,3192,59.11342134675994,-0.4819446875655744
54,88.68477677721171,-0.0014667787699611523,-0.0014667787699611523,3187,78.95739810678147,-0.24634206526939684
55,99.93431727537661,-0.5904441281728152,-0.5904441281728152,3192,118.50323438523569,-0.03349211042953648
56,165.35269184688096,-6121.677721150308,-1.0,2141,168.75568010236702,-8654.708470039326
57,54.07651243923185,-0.06308843108900386,-0.06308843108900386,3153,59.41102821477332,-0.12509156787876918
58,100.74120009922092,-0.06282184806455104,-0.06282184806455104,3192,133.02931787437976,-0.2346274639679593
59,81.20204526117668,0.051606884971544864,0.051606884971544864,3192,88.48052576795978,-0.28454620920400364
60,71.48672608787075,-1.6982590479313755,-1.0,3192,54.62347362871708,-4.662569880393582
61,57.08428581908497,-0.06256984633770535,-0.06256984633770535,3192,75.29523987100455,-0.25440695165385785
62,110.2010323240604,-0.021979404419590676,-0.021979404419590676,3192,117.63074213440754,-0.021177408492097705
63,56.261543780882164,-0.01743954978434248,-0.01743954978434248,3189,84.69564120813511,-0.0635762579321193
64,69.3463103037637,-0.003940013411377841,-0.003940013411377841,3191,84.81099880108313,-0.008124031061252257
65,58.2955886347025,0.4621891218189651,0.4621891218189651,3192,139.74639885240728,-385.21755268380167
66,88.33911013015639,-0.4824494365921257,-0.4824494365921257,3192,137.0750385979113,-2.5993084878198234
67,83.23143588335914,-0.3955235038496876,-0.3955235038496876,3192,131.1322327173105,-3.4929343589715494
68,62.43222588124048,-0.01650407453828051,-0.01650407453828051,3192,77.70913531230616,-0.0360037585154962
69,78.49424090626411,-0.0010162110194880114,-0.0010162110194880114,1547,80.47776526639399,-0.027425077526450403
70,112.32997267272842,-0.06512131463474224,-0.06512131463474224,3192,112.84560086705272,-0.02471017730336622
71,92.2385414631452,-0.009054282454290075,-0.009054282454290075,3192,87.5303993711132,-0.0026264858388476142
72,39.55097767895942,0.16399337054185115,0.16399337054185115,3192,64.54542692617717,-2.1822571889027915
73,51.29772054713637,-0.08419445070019393,-0.08419445070019393,3104,63.756793965355584,-0.04552814888251788
74,57.660828546355816,-0.061725398945673415,-0.061725398945673415,3157,53.96823511626987,-0.9794829460114116
75,88.12999645119994,-0.005663500137738753,-0.005663500137738753,3192,74.97460403756423,-0.006958495689542099
76,103.55099973517552,-0.029307524377585548,-0.029307524377585548,2028,103.48154423355156,-0.1364454617906441
77,75.07473057005966,-0.012743520687215515,-0.012743520687215515,3192,83.2483997057591,-0.026712621469521247
78,92.07395158847379,-0.003078329796497137,-0.003078329796497137,3192,107.15615258720143,-0.004839591364634188
79,122.8945451144766,-0.027036272751277624,-0.027036272751277624,3192,122.70275365527735,-0.026155486913254755
80,74.53172569165069,-0.008448519390694464,-0.008448519390694464,3192,88.99743048476174,-0.006964502111668436
81,26.140632664575598,0.08477902801514725,0.08477902801514725,3156,37.2771002777405,-2.2813407621611206
82,23.458807847151483,0.051466625394605,0.051466625394605,3192,41.23871726072794,-1.4878513463882976
83,39.45219871056688,-0.03719836037683577,-0.03719836037683577,3192,67.62099182864391,-0.38673965269274824
84,84.55580953249623,0.00416965889730303,0.00416965889730303,3175,139.32393764340213,-0.3558883820463281
85,37.55511171358123,0.050232316507821895,0.050232316507821895,3192,70.70749426103919,-5.406987755751978
86,58.622000906269754,-0.10662146490638569,-0.10662146490638569,3192,94.97506846323043,-0.9843852484927009
87,49.31318738289544,-0.0035781307015214647,-0.0035781307015214647,3180,62.29555899517823,-0.005756783364688101
88,71.37058777536822,0.0669710891607811,0.0669710891607811,3192,36.296490397305476,-1.5605788601416983
89,52.702209639678664,-0.15291425868413855,-0.15291425868413855,3095,64.73675203206056,-0.11911331821816007
90,132.64697569860067,-0.08792634106965802,-0.08792634106965802,1505,141.69914328925896,-0.026151143374373964
91,66.15113599925942,-0.6544815209353012,-0.6544815209353012,3192,76.9638166707261,-1.1877564211818208
92,99.77827995000786,-0.02708374738285735,-0.02708374738285735,3192,107.5088962960224,-0.007200911595668158
93,78.90111284621997,-0.03778693235728592,-0.03778693235728592,3192,100.08427457000104,-1.2516630553806074
94,131.35185666951517,-0.12280634599445617,-0.12280634599445617,3190,148.45359729152153,-0.1111862268341195
95,58.47265365902605,-0.0018927190551021322,-0.0018927190551021322,3192,85.09572840684996,-0.001354026662619301
96,62.64041498005781,0.05915674728366649,0.05915674728366649,3183,89.44909017336497,-2.319429325086812
97,62.44561334565053,0.0433086742901283,0.0433086742901283,3189,94.28456559869684,-1.3015521188352017
98,78.41804988262172,0.0222602177944341,0.0222602177944341,2998,116.14945478534442,-3.3547973476497432
99,77.63295966777993,0.04150670058204475,0.04150670058204475,3033,113.32025433323301,-4.577049783842794
100,43.21783869204553,0.07632016065625935,0.07632016065625935,3192,57.1888179099317,-0.04557972344950145
