id_institution,test_SMAPE,test_R2,test_R2_clip,test_RMSE,test_R2_norm,test_Harmonic,test_RMSE_mm,test_R2_mm,test_Harmonic_mm,testall_RMSE_mm,testall_R2_mm,testall_Harmonic_mm,paper_RMSE,paper_R2,paper_Harmonic,test_n_obs,paper_n_pts,outage_SMAPE,outage_R2,outage_RMSE,outage_Harmonic,outage_RMSE_mm,outage_Harmonic_mm
0,22.45628163410158,0.7135657595646732,0.7135657595646732,0.2865314423818995,0.777028392853238,0.25078702184442175,0.09492159010940325,0.7135657595646732,0.14259015536782946,0.09466714250823109,0.7093372597436173,0.14281898334104937,0.09331234315029717,0.7093372597436173,0.14127177794546156,3480,4008,27.81565725393223,0.5132310275945362,0.36910585563271636,0.3583498067983562,0.09297268303900473,0.15612546367736435
1,23.554917798249257,0.5793174701294022,0.5793174701294022,0.39809158564486774,0.6304316562915699,0.3833000585948961,0.018639019501824283,0.5793174701294023,0.035696450080976,0.01816633644628986,0.5889482020276541,0.03479491969244154,0.01809404341567011,0.588948202027654,0.03466229128328485,3480,4008,22.910567681155648,0.5576453302628508,0.40856983513281003,0.4103489560712469,0.014674875377301912,0.028407352305131976
2,30.22594546268768,0.14883029457290797,0.14883029457290797,0.7308124734427334,0.16633025085076936,0.7788599226148366,0.055704307067419793,0.14883029457290797,0.10456539273228523,0.057484705067046796,0.1827223314296741,0.10741423534324185,0.056967309030089515,0.1827223314296742,0.10651044204252048,3480,4008,33.60658018448219,0.21117794160795,0.8171455290063817,0.7586724806953796,0.06806394891766794,0.1253150216703679
3,26.509888864853487,0.6882312745881869,0.6882312745881869,0.3159770402048888,0.7615428678459478,0.2717977447645624,0.08257785383616342,0.6882312745881869,0.13057139882810723,0.07975810808032852,0.6955697440035752,0.12640039902840006,0.07832986429470415,0.6955697440035752,0.12460013138915646,3480,4008,28.74091463816707,0.5034069460468195,0.34657207641265214,0.3709088590757664,0.0578307237678642,0.10359705655573791
4,68.7955435608168,0.4819432165186994,0.4819432165186994,0.40714890904887713,0.6262739131991597,0.38972222015763536,0.05309740175993904,0.4819432165186994,0.0963223937695562,0.052907364303415715,0.4647681801702249,0.09629593008753251,0.052801558757599856,0.46571621935914687,0.09610533441576496,3480,4008,83.4459890498145,0.30194358031058954,0.4679323034654439,0.3647721093831801,0.05163735227881483,0.09616135708145658
5,64.33596284039325,0.26620739845075947,0.26620739845075947,0.4479420502435148,0.7161112731892647,0.3475276042379266,0.12357097180489927,0.26620739845075925,0.2115216174205964,0.13815737408592194,0.22987801371254557,0.2342848158689214,0.08675242874343997,0.43989325589643624,0.15023554568362696,3480,4008,74.88023814366768,0.1277240179452146,0.5135063231949734,0.33987091886820253,0.21035543371268678,0.33896668773872674
6,75.2204048386994,0.24649975518047418,0.24649975518047418,0.4554098029619362,0.5061901085340752,0.4738331214434001,0.04458279584675304,0.24649975518047418,0.08418459201243556,0.045096897814471536,0.23340416596144442,0.0851827117232241,0.0450966417227582,0.2334041659614442,0.08518225487151532,3480,4008,87.2652806356135,0.12719774962336805,0.5361847069373484,0.5637058487109853,0.048348741520813525,0.09162209186860926
7,76.7793772215821,0.4471252614781823,0.4471252614781823,0.3579505723062312,0.7140528836969533,0.3179229736049007,0.019601367928484312,0.4471252614781822,0.037860448832798585,0.018951027162539765,0.45061665184266064,0.03663821583101279,0.01895102604382097,0.45061665184266064,0.036638213740301497,3480,4008,85.85981198269148,0.4885578719596191,0.3586706799024019,0.26675977664085565,0.01392454229576732,0.027110960576082522
8,106.3166488211352,0.25830365163620417,0.25830365163620417,0.42961979079492046,0.5953540554403893,0.4167590701153174,0.050721449919694045,0.2583036516362043,0.09494969514981938,0.05071756034711463,0.2427237760956027,0.09506806446756275,0.05062887426725833,0.24316498419567367,0.0949087762991326,3471,4008,112.9098715469117,0.11367104250559801,0.44654387714398663,0.34733092914766295,0.05069173881386802,0.09589874843424548
9,37.0290892629355,0.20367952810085577,0.20367952810085577,0.42791292966590433,0.6103151751007445,0.4079051688630728,0.05570188280672779,0.20367952810085566,0.10412062396563924,0.05255008505261812,0.23244496093501676,0.09836563971924782,0.05241870569392869,0.23244496093501654,0.09813543897913203,3480,4008,47.2387038121995,0.24302129642301584,0.514502094715076,0.48745802644581404,0.022644432215680618,0.04397343320099067
10,44.68004699924887,0.6884970523559626,0.6884970523559626,0.35499156290825284,0.7068133805089878,0.321142485517327,0.08670109703683476,0.6884970523559626,0.13564727757896158,0.08538866173896165,0.6877836353176201,0.1341016123120171,0.08466080620395003,0.6899246334829441,0.13300646014964154,3480,4008,48.85640232897942,0.6706442781320878,0.3658329979092409,0.2956027566242021,0.07617494830224197,0.12373246677401242
11,127.47303258335758,-0.1680679865748833,-0.1680679865748833,0.5203582012190131,0.09859155160781818,0.6598203423849449,0.11365958406484956,-0.1680679865748833,0.20716121671207183,0.10989107274465641,-0.1502135082767535,0.20061540639344697,0.10988849148308147,-0.1502135082767535,0.2006111050249665,3480,4008,120.97632545707597,-0.11569479416279438,0.5535656265235158,0.6349819329556546,0.08076828301269148,0.1506318993202166
12,48.98908602075003,0.41297951451847104,0.41297951451847104,0.40405501815086886,0.6502942472976982,0.3749209821457171,0.08843933866222091,0.41297951451847104,0.15371958971201133,0.08436724366484727,0.4265930282918501,0.14709231396001488,0.0660909109839694,0.5472611298636709,0.115343896800038,3478,4008,59.54184337993139,0.5912395536122632,0.485135826459742,0.3865023427410622,0.04982544132306572,0.08882379585795776
13,81.81998490499069,0.02386543297337118,0.02386543297337118,0.4073118006276203,0.42197004428617557,0.4778817513076475,0.03002189207225001,0.02386543297337107,0.058252186037770076,0.028069333553073245,0.029610915102610935,0.05456045919772617,0.02806498705127234,0.029630161241662956,0.05455221764247849,3479,4008,81.689892694005,0.20428524089140232,0.3889455153856999,0.4526422466094761,0.0063654099496463015,0.012629786497919196
14,76.28602679483633,0.10774628624684335,0.10774628624684335,0.37031187239583013,0.510842782621375,0.4215177188302335,0.07458819947640992,0.10774628624684335,0.13766800357813205,0.07184348571943384,0.11418912485211785,0.13290753649608955,0.07143622620461554,0.11504974076825569,0.13220075327490327,3480,4008,81.94297609310762,0.1775309269223948,0.39615979646819505,0.39431595557968974,0.05012498373109903,0.0944912438622876
15,74.73528063534322,0.14252686870730213,0.14252686870730213,0.44504275808237187,0.5839573524549623,0.4300543619327182,0.0766395877368875,0.14252686870730225,0.14070333470247715,0.07202185294791996,0.15019212974587193,0.132789681054823,0.06288077594003226,0.1802077927090462,0.11680241965796541,3480,4008,84.92691898910462,0.33816772466113854,0.49192256536633167,0.3839856601724933,0.0257415212987608,0.04955561045273966
16,65.61834327814844,0.4698477622682897,0.4698477622682897,0.3921051742460642,0.5658843122895526,0.4120423853001535,0.03543316850478871,0.46984776226828984,0.06642665587054973,0.03626105408213035,0.4416605064540755,0.06809942793501315,0.03625743153310708,0.4416605064540754,0.0680930395217913,3480,4008,78.07135841479585,0.22888358713298318,0.5031294450365181,0.4875060438685754,0.04130453849909488,0.07840912401136832
17,62.221390344308645,0.42196730171837304,0.42196730171837304,0.6778606680045766,0.40935892753941183,0.6312523493775508,0.06121603476773814,0.42196730171837304,0.11070767269605215,0.05822040692884467,0.43493217767368386,0.10556425426980523,0.05821243435288768,0.43493217767368386,0.10555114865135244,3480,4008,68.80819159193021,0.4702996050533037,0.7182900851482213,0.5750878544384684,0.032116558611528255,0.06056119763958729
18,92.32636139830646,0.24958446193584294,0.24958446193584294,0.40707713748315244,0.4806828922999672,0.4563977437203459,0.03316467181803579,0.24958446193584294,0.06352198468818956,0.03164960248949729,0.26642268722574614,0.06068116497605522,0.03164892316219437,0.26642268722574636,0.06067991638344597,3480,4008,85.23854739901856,0.429996086129088,0.4066213927240992,0.35890157388785016,0.018827704643810887,0.03645138949313883
19,67.82108636364772,-0.004900208263826311,-0.004900208263826311,0.420996353793492,0.5003848584267225,0.4569487866726489,0.0878165735427124,-0.004900208263826533,0.1615183266357322,0.08862277632267407,-0.006648740325234881,0.16290390974902602,0.08503985408001553,-0.006513012390561457,0.15682927017559606,3480,4008,68.86439484022809,-0.01887994592346831,0.42445034917444946,0.47338132666880417,0.09376313903339029,0.17172331957944906
20,83.86987115086042,0.029834047906982963,0.029834047906982963,0.43116089440804967,0.3306423251385242,0.5244815704722305,0.14806074554809343,0.02983404790698263,0.25691301142296585,0.14143332681998325,0.041368548507884406,0.24649900269842703,0.08264282046919308,0.07157108901380194,0.15177554949260505,3478,4008,87.96943464369498,0.09854765023306844,0.4417449524085189,0.46792296047043686,0.08582159095585207,0.15672261089207118
21,69.76732702655501,-0.0222505597714735,-0.0222505597714735,0.7518158388297974,0.021894641888772992,0.8501602287695199,0.057484001274948564,-0.0222505597714735,0.10884721968012251,0.05364789385313237,-0.019723815266762257,0.10193306668348534,0.053382152051735965,-0.01984035956893293,0.10145384121843347,3480,4008,68.31694234424003,-0.00862419222709554,0.5579562537436972,0.6707909201346534,0.007935285469532836,0.015746684915936643
22,33.229643412364204,0.42738773604727576,0.42738773604727576,0.3811656413406341,0.6389404613709873,0.3708402633532567,0.043337852792718734,0.42738773604727565,0.0805772588650854,0.04303459572013168,0.4281915733157685,0.08004496619475934,0.04281479217325651,0.4281915733157684,0.07966460817055054,3480,4008,39.31934848533969,0.23490794075703414,0.4529509221266541,0.44617635195909716,0.040979755716976395,0.07779278497743598
23,27.985670226347903,0.7184866533454775,0.7184866533454775,0.3079594571778925,0.7900761540553958,0.24966255237815393,0.09385402182804606,0.7184866533454775,0.14077494209796668,0.09217548000153998,0.7135166240817086,0.13947510945483285,0.090880035986044,0.7135770502442607,0.13797997346803306,3480,4008,30.89790752979559,0.5166753810971767,0.44536158106916973,0.4561543710579002,0.08023872535596026,0.1376290766565887
24,48.691920643047446,0.01642655803185422,0.01642655803185422,0.7349871112936603,0.1072859550272236,0.8062085777844319,0.04771734468156051,0.016426558031854332,0.09101897070658997,0.045699190213291614,0.03551780979965613,0.08726364576082356,0.04563133155306373,0.03551780979965624,0.08713992170238662,3480,4008,63.51886055290944,-0.03977176365444146,1.0133379327365828,0.9209553429811028,0.029083302836709086,0.05658390558542877
25,52.09241822347111,0.14166459154191446,0.14166459154191446,0.7675883777121555,0.3913767941699723,0.6789248176484669,0.031380691146462546,0.14166459154191435,0.0605477598188182,0.030535354301858712,0.15023457983929933,0.05895232386661596,0.030528009719506137,0.15023457983929922,0.05893863597163576,3480,4008,63.51894421266575,0.16568431537489714,1.0370602970907563,0.8660853651330522,0.024237166585905343,0.04710589034785563
26,45.730628033329396,0.17512198370602428,0.17512198370602428,0.5014472101345252,0.3485961334906177,0.5666727613819393,0.07064729624604506,0.1751219837060245,0.13014797185058055,0.1110077441688851,0.6752848843842284,0.16545329983311022,0.10937222110822421,0.6808175509291065,0.1629182730831308,3480,4008,42.80440059655733,0.44695520589780047,0.6432868139766701,0.5088664184845777,0.24626235544781303,0.34078042149487064
27,33.864134826561205,0.320981906477672,0.320981906477672,0.4984970462806943,0.4452443826661907,0.5251238305906506,0.07327822277109926,0.320981906477672,0.13228095909837964,0.07388383405695832,0.3282983730710709,0.13312462255951982,0.0726363145594529,0.33312745777944897,0.13100360679575773,3480,4008,50.1256684326619,0.17323677106210422,0.7464337441129109,0.7348829324183731,0.07775745972004139,0.14214602115410813
28,47.20891521775195,0.10732198497091394,0.10732198497091394,0.624377184734081,0.23575686360652537,0.6872663041056989,0.09693428201622792,0.10732198497091394,0.17487879388094094,0.09274246650610053,0.12410717029119633,0.16772558617186684,0.0793261775375914,0.16122028299003233,0.14494447566803342,3480,4008,60.396269287189185,0.15348340849639475,0.814595005761688,0.783483001679722,0.05797240381377476,0.10851343008432562
29,51.65797579573665,0.23227544547500134,0.23227544547500134,0.6242813376398061,0.3830197463816982,0.6206093231899386,0.18925806060088501,0.23227544547500156,0.3036587247637028,0.17806540331238221,0.23777212166531658,0.28868953383110746,0.1385648014492424,0.29714585342086564,0.23149192324874998,3478,4008,67.23997437014283,-0.27011622179264183,0.7857134527153514,0.7991903270707327,0.06801093652263637,0.12910849794793203
