id_institution,test_SMAPE,test_R2,test_R2_clip,test_n_obs,paper_RMSE,paper_R2,paper_Harmonic,paper_n_pts
0,22.061505320664217,0.7301850701169197,0.7301850701169197,3480,0.09174467138698515,0.7190216406100423,0.1383239838726948,4008
1,23.46665622337589,0.5986117124847328,0.5986117124847328,3480,0.017836040216505977,0.6005870130131057,0.034147214897736596,4008
2,30.149472387571315,0.15626630998219393,0.15626630998219393,3480,0.05681787478084619,0.1870044045945829,0.10621284567421727,4008
3,26.218475509091927,0.708031951147867,0.708031951147867,3480,0.07663227335716424,0.7086221841815994,0.12134963191923123,4008
4,68.78918170083266,0.5767889840779132,0.5767889840779132,3480,0.047227288002512,0.5725704753410833,0.08505655759434899,4008
5,64.3947878490047,0.3019023493110965,0.3019023493110965,3480,0.08133657110905712,0.507643996992165,0.13960978704060503,4008
6,74.68481020157357,0.28012741745348013,0.28012741745348013,3480,0.04420306838424529,0.26348281334669643,0.08340072992276122,4008
7,76.78370566771666,0.5245076404315827,0.5245076404315827,3480,0.017584726592801317,0.5269780702819042,0.03390888076830702,4008
8,104.59233180672108,0.41175778490497883,0.41175778490497883,3471,0.04532947682133308,0.3933110453863955,0.0843561825250653,4008
9,37.19655622389504,0.20321367008305324,0.20321367008305324,3480,0.05249649834826231,0.23016507058486724,0.09829038933947723,4008
10,43.93374371274228,0.7211288089238678,0.7211288089238678,3480,0.07991112985386452,0.7237406355613574,0.12396421544605682,4008
11,128.40666304578542,-0.16659781123866457,-0.16659781123866457,3480,0.10980851795517972,-0.1485399361254085,0.20045237515774916,4008
12,48.552244682439046,0.4558053950054296,0.4558053950054296,3478,0.06221915127464965,0.5987523778891215,0.10773279955472966,4008
13,81.50005222390033,0.020829125354964728,0.020829125354964728,3479,0.02811202023291357,0.026375014625523163,0.054646209803383826,4008
14,77.95885023313431,0.14657741927346368,0.14657741927346368,3480,0.06976077414545669,0.1560738660014418,0.12886895916876223,4008
15,73.12982866658967,0.18463590317130907,0.18463590317130907,3480,0.06104012750264225,0.22749932859061828,0.11314032748067614,4008
16,64.8411026224791,0.4949205199924436,0.4949205199924436,3480,0.03580475332472284,0.45551533931369503,0.06719108946074305,4008
17,60.72669983017131,0.25444412137849126,0.25444412137849126,3480,0.06434431635119559,0.30961803659955,0.11771726160328187,4008
18,91.1934647998511,0.2635024072528559,0.2635024072528559,3480,0.031587114857906495,0.26928514768580003,0.0605565116250467,4008
19,66.90526271415833,0.0014004152287867555,0.0014004152287867555,3480,0.08479104531893608,-0.000631936826329893,0.15633468113108567,4008
20,83.67574535271115,0.03638996788025073,0.03638996788025073,3478,0.08149546844972869,0.09717138466072961,0.14949637451452563,4008
21,70.64542094460879,-0.022100196493645807,-0.022100196493645807,3480,0.05337821336552412,-0.019689871706546125,0.10144598333657517,4008
22,33.12542268162089,0.45830413066273057,0.45830413066273057,3480,0.041874075808789164,0.45304280381100615,0.0777924956997424,4008
23,28.13276896645014,0.738126989490919,0.738126989490919,3480,0.08921802772966426,0.7239574254796932,0.13485152198958572,4008
24,48.58509934060146,0.017061838737878032,0.017061838737878032,3480,0.04571569555964866,0.031948209878731815,0.08730830599371994,4008
25,51.8970383039545,0.13760705233837256,0.13760705233837256,3480,0.03063186538612012,0.14444297584258325,0.05914609831689159,4008
26,45.587115107323015,0.19312590073237434,0.19312590073237434,3480,0.11051529282284298,0.6741110037119964,0.16505666305842892,4008
27,33.10562237239375,0.36419498240485837,0.36419498240485837,3480,0.07091596250087223,0.3643424083792185,0.1275968217825848,4008
28,46.8237693782568,0.135411686268624,0.135411686268624,3480,0.07793441524906973,0.19039454223328367,0.14218206945251732,4008
29,50.91463587922974,0.32003353238793564,0.32003353238793564,3478,0.13295351435137379,0.35291846545064975,0.22058435505291088,4008
30,48.449320945189605,-0.04221109546754365,-0.04221109546754365,3478,0.06755405743096377,-0.02152344016016894,0.12672753462685737,4008
31,45.356072361560955,0.42668030513158406,0.42668030513158406,3474,0.03374867330871497,0.40289876148055137,0.0638864308393879,4008
32,27.804804822805075,0.39856263060511554,0.39856263060511554,3480,0.0786108215436014,0.3895642709125863,0.13928479612642564,4008
33,32.835432537009126,0.34854769631308147,0.34854769631308147,3480,0.08320495672030988,0.3855099481824096,0.14656437996794458,4008
34,40.54504243935631,0.6918463494977503,0.6918463494977503,3480,0.061834178689876174,0.6965918147562177,0.10273176276858605,4008
35,68.41987084619485,0.3671882215100831,0.3671882215100831,3480,0.06933497194900963,0.39350035646821213,0.12444356890907335,4008
36,43.43801290985182,0.37805237914893364,0.37805237914893364,3480,0.0732767858479549,0.41026485978872507,0.13035631450290006,4008
37,29.55699731007509,0.017265006494595392,0.017265006494595392,3480,0.0022273103903561278,0.07798153843828026,0.004443885732253206,4008
38,75.28486613970097,0.4710028258520801,0.4710028258520801,3476,0.06142749215644711,0.5385304598996142,0.1084225566651618,4008
