id_institution,test_SMAPE,test_R2,test_R2_clip,test_n_obs,paper_RMSE,paper_R2,paper_Harmonic,paper_n_pts,outage_SMAPE,outage_R2
0,35.56131245656187,0.24560105651185493,0.24560105651185493,3192,0.16068463631847307,0.14817439105175256,0.27036820381912213,3864,49.156096287837514,-0.9949713658954069
1,35.0525059061743,0.13658817544015656,0.13658817544015656,3192,0.027153626192380105,0.08760513145624871,0.0527377337925292,3864,42.33431656945869,-0.6609211650489184
2,36.53072498001752,-0.2207697488193925,-0.2207697488193925,3192,0.0696634183121689,-0.1998633980528346,0.1316814812236041,3864,47.08297757786612,-0.3147287442986173
3,41.64111313713587,0.2992657441379074,0.2992657441379074,3192,0.13662436759167818,0.07464585851262595,0.23809507122453794,3864,71.50008494742023,-4.725216144768671
4,88.53489458344768,0.2540453836078663,0.2540453836078663,3192,0.06850053293516109,0.1271915391598708,0.12703128327304417,3864,116.48671888843208,-1.2015409927135172
5,77.3572597239975,0.06570812165607764,0.06570812165607764,3192,0.11164121908620805,0.06913953905814951,0.1993711830870157,3864,90.6063814490815,-0.03412362690040416
6,95.3114903723723,0.08783153314708658,0.08783153314708658,3192,0.04958315866803028,0.093347609558314,0.09402430054785813,3864,107.81261538666,0.10250469853323985
7,101.4446833191249,-0.42112314533222395,-0.42112314533222395,3192,0.03343341952112412,-0.659242834770021,0.06554609795186934,3864,123.14342707646506,-2.4126903505802706
8,116.6442857974604,0.07505640263226976,0.07505640263226976,3183,0.05795555949608185,0.038306912147752725,0.10932287531579772,3864,136.19515156987637,-0.16663830998913087
9,49.80277195291363,0.0915524211190214,0.0915524211190214,3192,0.060080437484672795,0.0024460329241230427,0.11333496432804134,3864,89.81407850761666,-2.0966401663413685
10,56.24963186357568,0.5153167469425091,0.5153167469425091,3192,0.10858702375258186,0.5029720928352515,0.1782346451704702,3864,71.7193301442035,0.39968561156943805
11,130.2894444529593,-0.20083226584023373,-0.20083226584023373,3192,0.10920838337738178,-0.18225764888978824,0.199947104058387,3864,144.7250557832128,-0.10412865029627749
12,65.51977790955975,0.3259519019845395,0.3259519019845395,3190,0.07736279061692578,0.39786115793206156,0.1371097254826587,3864,93.41582114433312,0.20899588923711088
13,88.01944542908564,0.012807300803135968,0.012807300803135968,3191,0.02876366307306635,0.012503909063703245,0.055899104010764616,3864,99.17772669356492,-0.5312536744912502
14,89.91516016934632,0.06769849484557477,0.06769849484557477,3192,0.07530913082656093,0.04697222332546824,0.13958789768488894,3864,112.49304045616746,-0.19981760299949602
15,78.39668822201163,0.08406027552022544,0.08406027552022544,3192,0.06588735601135186,0.1128890761634781,0.12266421565777932,3864,111.1893800524444,0.12975773402382162
16,72.34195541943538,0.344810278934938,0.344810278934938,3192,0.04049768513242513,0.2948608463664736,0.07659627833210887,3864,95.10185803210143,0.053014015271080295
17,73.75784292831447,0.18962235803097194,0.18962235803097194,3192,0.07254222108070114,0.13141968682463,0.1339012568740984,3864,101.68668126215113,-1.13001724764771
18,96.46417442094435,0.1154003819193401,0.1154003819193401,3192,0.03475466831372063,0.11976848018022324,0.06686910667585973,3864,124.3852804127128,0.09968190177798475
19,77.7507922687817,-0.0027839179547464177,-0.0027839179547464177,3192,0.08687138508358,-0.015206475789683704,0.16004748090627266,3864,110.44911651615028,-0.06708360485042908
20,101.51623370742786,-0.06054307843800166,-0.06054307843800166,3190,0.09013036552983651,-0.10286865555578317,0.16664214018581022,3864,110.90508460332325,0.08762679337391355
21,84.02184833962973,-0.023350072430530222,-0.023350072430530222,3192,0.05402519054120145,-0.020072593924095328,0.10261564086558715,3864,88.49633275188303,-0.009767606469381018
22,42.36150715986657,0.34598152890204914,0.34598152890204914,3192,0.048442803026442195,0.27905670435731833,0.09078540442689197,3864,67.87273580457722,-0.4079780074726771
23,45.8100422258167,0.3614897390264006,0.3614897390264006,3192,0.142099287085796,0.30584626951104565,0.2359064736567223,3864,56.08920078931652,-0.6495484804285889
24,54.289673271856095,-0.03417554666340106,-0.03417554666340106,3192,0.048092971874463264,-0.08193363569030288,0.0920923517428014,3864,78.53510109921005,-0.7539864475759932
25,56.111987383899134,0.037779409921115614,0.037779409921115614,3192,0.032702640625602644,0.025389633271849843,0.06328188426123325,3864,67.40353184947354,-0.0879422069078788
26,53.08158685674719,0.04422428504844311,0.04422428504844311,3192,0.19290848770652197,0.03501288909500988,0.3215388407110172,3864,97.04499224106354,-0.6766965329902577
27,40.69484886284896,0.16623003987836638,0.16623003987836638,3192,0.08857028294479033,0.0119763327913317,0.162567392745143,3864,78.55480454581351,-0.9748881226347001
28,50.682194261561406,0.05638886634199047,0.05638886634199047,3192,0.0847026836734626,0.0537253706770755,0.1554874187537891,3864,73.63627711019883,-0.11149443523831315
29,58.22177876289464,-0.03585233698971457,-0.03585233698971457,3190,0.17016387682982562,-0.029791240137817088,0.2920663735991554,3864,83.1451600082663,-0.7072885130389432
30,66.19740662720906,-31.43921805325254,-1.0,3190,0.1705738692251212,-5.4743055976500825,0.3323904855888564,3864,88.09332426978446,-2.2477258916990723
31,51.583935416027124,0.04027296068255126,0.04027296068255126,3186,0.04327353823684412,0.011360845623172411,0.08291770138228857,3864,59.84072142036806,-0.14707940175384082
32,34.75260758313538,0.13401737695711347,0.13401737695711347,3192,0.09993617310218017,-0.014424159731601938,0.18194773349150167,3864,59.6059794912722,-0.8120581310780137
33,41.120718210454044,0.17120990656490254,0.17120990656490254,3192,0.10288357551368608,0.07430334507892455,0.18518532416102018,3864,81.40695547024492,-0.8062500988030106
34,55.275886365930994,0.46016526164767035,0.46016526164767035,3192,0.08782778033845666,0.40164926087082886,0.1531724348420653,3864,89.17082584187041,-0.041652209132093665
35,77.80739334568445,0.20237489040857426,0.20237489040857426,3192,0.0778673629379163,0.21824579105356534,0.14162775971951816,3864,89.36968943211741,0.21927611337238484
36,49.00853198174519,0.2567979591098687,0.2567979591098687,3192,0.08244482151171849,0.25979425839440706,0.1483646471166881,3864,80.23489977104661,0.06369096611320868
37,39.487390268527065,-0.5587861787226889,-0.5587861787226889,3192,0.003030993003318102,-0.6771698620479378,0.006051050506206545,3864,70.52457065563141,-1.57575318748358
38,88.6579921311752,0.3370510573499471,0.3370510573499471,3188,0.07391885723080033,0.351045221412965,0.13272027986841436,3864,145.7400424324047,-1.0287563894684761
39,90.5876202843479,0.10015212320296563,0.10015212320296563,3192,0.0722126724855872,0.10021794358225089,0.13369551298248822,3864,91.53836828434272,0.14938917646182492
40,80.7051121302183,0.3085169507983092,0.3085169507983092,3192,0.07754163906040017,0.32873572128842854,0.13902382761308044,3864,76.43966083270367,0.3998072894486976
41,77.08083090512157,0.22093219070981995,0.22093219070981995,3192,0.059581312854238316,0.21397103913997795,0.11076648164120581,3864,84.53521743796388,0.0881994169847653
42,87.59428687770962,0.0768011823285426,0.0768011823285426,3192,0.12178098931525819,-0.1518024864472396,0.22027240297121553,3864,110.27963942549938,-3.376617969402801
43,84.50925589477498,0.21101682410427058,0.21101682410427058,3192,0.025206229902134718,0.20487341600260678,0.048863444538479794,3864,116.90927904163695,0.16445210808166677
45,96.78815922982045,0.298741545315795,0.298741545315795,3192,0.06611859900052332,0.32651963585482835,0.12041546933015118,3864,110.95278235781718,0.3415733567464019
46,104.79413206569018,0.23763821847072653,0.23763821847072653,3192,0.06198455380599838,0.22358743633262912,0.11480379721086516,3864,118.65070578517289,0.09519064076977612
47,38.127634956599394,0.012200982064966448,0.012200982064966448,3188,0.005700584962278966,0.018175354662147147,0.011335355567789984,3864,54.75460237909427,-3.5165708822847694
48,38.07954078996776,-0.013440432770640998,-0.013440432770640998,3192,0.15275289132581202,-0.08215740312418496,0.26771608098137023,3864,58.97568299972406,-1.2826493719584837
49,50.59942563224045,-0.0506910367446336,-0.0506910367446336,3192,0.08430194722924285,-0.10850776014589325,0.1566877970915702,3864,75.28339774628216,-2.364804741938347
50,40.00958742173689,0.44735730494550585,0.44735730494550585,3192,0.11362086812324848,0.35330312460025515,0.1932830346824312,3864,58.600396420634006,-1.6957090473174738
51,90.54661078933327,-0.06538669590646196,-0.06538669590646196,3192,0.04436629162693548,-0.05908937458914787,0.08516494045137193,3864,119.29581448287958,-154.0941950768843
52,43.775361029361534,0.4203879009525717,0.4203879009525717,3192,0.07377290674225907,0.4010418882851524,0.13136567128835727,3864,56.350460658503735,0.22492533832289974
53,45.085645646078696,0.12687738871044807,0.12687738871044807,3192,0.18072595700786484,-0.034380071461693085,0.307692207831823,3864,72.075218949898,-3.509142636714121
54,85.98607369121592,0.2006975696496779,0.2006975696496779,3192,0.05846252840344862,0.1727697389580134,0.10920710478548791,3864,101.59668898798797,-0.0011017782712072766
