id_institution,test_SMAPE,test_R2,test_R2_clip,test_n_obs,paper_RMSE,paper_R2,paper_Harmonic,paper_n_pts,outage_SMAPE,outage_R2
0,29.49871764278726,0.5083569079282553,0.5083569079282553,3192,0.12266494669924406,0.5035872437437412,0.19671987537685734,3864,33.405159346573384,0.27281468859510627
1,29.14350090629416,0.40177680079399636,0.40177680079399636,3192,0.02208697748968696,0.39632979507013066,0.04261477327651699,3864,32.06153565840261,0.13454887969314533
2,32.3629033749204,0.04956930482517541,0.04956930482517541,3192,0.06196120761885863,0.05079068747748794,0.11632885673672268,3864,38.38086719201065,-0.09794510824885094
3,35.861755180138914,0.442847087488738,0.442847087488738,3192,0.10721361285773312,0.4301618706585679,0.18047189242093492,3864,45.09647133232474,-0.45480911537676016
4,87.90628131077139,0.09147565818330383,0.09147565818330383,3192,0.06836546749531605,0.1306300536624726,0.12676258554598532,3864,108.50628501163644,0.3558310124495293
5,79.69181904129081,0.1319898394471395,0.1319898394471395,3192,0.10662388968230438,0.15092806372325474,0.18945641491122597,3864,91.54067479208646,0.015003243569446822
6,96.29626791643092,-0.016897878589361426,-0.016897878589361426,3192,0.05189593288888925,0.006794586748869347,0.09863793910769025,3864,101.19593735041536,0.07766300354698241
7,99.4997801485927,0.031102288111888754,0.031102288111888754,3192,0.025413179104105076,0.04133615300478477,0.049513799018128746,3864,114.63559980406164,0.11461652503962272
8,121.80321930241749,-0.25568562002975126,-0.25568562002975126,3183,0.06838292252911168,-0.3388798458016544,0.1301200015116493,3864,133.68699002332002,-1.3573948161627367
9,45.69778496752899,0.09128168990531726,0.09128168990531726,3192,0.056675622063569596,0.11230695251198464,0.10654854886657365,3864,63.550864360229895,-0.16921077566747966
10,61.026272336021314,0.18505436476325166,0.18505436476325166,3192,0.13577903335526612,0.2228759675239218,0.23116835483657422,3864,60.03523368741184,0.438931624127886
11,131.43945438913204,-0.210592977923163,-0.210592977923163,3192,0.10986878319065249,-0.19659946775434967,0.2012585110945604,3864,142.77786466703003,-0.15078450794816578
12,61.017342617391904,0.20548290045598983,0.20548290045598983,3190,0.08507298443557015,0.27185859780590815,0.15234644933541258,3864,81.22570563897857,0.2784335783670986
13,97.49271094515962,-0.03072643299735911,-0.03072643299735911,3191,0.02930115010057586,-0.024746240348478388,0.05697323227688941,3864,93.13452125859789,0.00861230504821997
14,92.60002449169633,-0.007285964479803786,-0.007285964479803786,3192,0.07709885271688614,0.0011365563562629744,0.14314855787466893,3864,103.88169178468732,0.07003794607259761
15,82.85193691442339,0.016256043112424234,0.016256043112424234,3192,0.06869809175905811,0.03558687013913708,0.12825984328180384,3864,109.97698230228696,0.1586644355904342
16,75.66998423687448,0.21040310797842676,0.21040310797842676,3192,0.043791293822109945,0.17550128230559403,0.08316545191956716,3864,96.93009506607896,0.0038550365580899415
17,68.7080990320015,0.17103012567783116,0.17103012567783116,3192,0.07122734086811336,0.1626216143508068,0.13128738674989962,3864,86.09784028163813,-0.2658837041554052
18,100.09855207270788,-0.006408356191202946,-0.006408356191202946,3192,0.036882026572534296,0.008711261216012178,0.07111802598706932,3864,122.53847956253436,0.10573331326111712
19,79.057412314085,-0.01682118724472481,-0.01682118724472481,3192,0.08703805917399624,-0.019105825159583922,0.16037876151752883,3864,86.1703993829558,-0.028161588036670793
20,99.89914849847389,-0.053412228387622385,-0.053412228387622385,3190,0.09058128699470436,-0.11393154559388519,0.16753885935287158,3864,106.62597286282785,0.0009058552972801559
21,80.95394770761271,-0.023327470022177055,-0.023327470022177055,3192,0.05402459184214276,-0.020049985466384257,0.10261444649681044,3864,90.88437711002187,-0.00976440489122643
22,40.98055634759174,0.2703641198296508,0.2703641198296508,3192,0.04888119021896712,0.2659491895815478,0.09165873221490196,3864,56.02213582228417,0.02879674983769198
23,39.55511440893352,0.4589838592376073,0.4589838592376073,3192,0.12483622148461,0.4642612081729208,0.20248905915811802,3864,40.089434275618736,0.28760391614064273
24,50.2717925616567,0.0098436598813878,0.0098436598813878,3192,0.04618847404131308,0.0020595609417108918,0.08829052712923659,3864,71.12251077806579,-0.2482824978746474
25,52.947107812370575,0.08988664891415943,0.08988664891415943,3192,0.0314073937146702,0.10106315704460411,0.06069422959479313,3864,60.5162886804296,0.1554785051548193
26,50.89706509951336,0.01861226906054614,0.01861226906054614,3192,0.1920238753175624,0.043842799214655614,0.3198189117186577,3864,102.76017679800032,-0.6367139165796276
27,38.6173017492639,0.16463995293563927,0.16463995293563927,3192,0.08148616407404517,0.16370590202341517,0.14850264469539498,3864,59.53907724748827,-0.024596335577463213
28,50.3032586447839,0.009493199650563167,0.009493199650563167,3192,0.085605863787666,0.03343763083118245,0.15728170443779538,3864,66.9822596075765,0.04023855475849125
29,57.12457829892953,-0.036463968624724785,-0.036463968624724785,3190,0.16882262025762773,-0.013621288818089772,0.2894381722697441,3864,76.68488697109055,-0.18906241813781666
30,65.51647735907983,-3.084340906691013,-1.0,3190,0.11416045284755172,-1.900010423044411,0.21967334752340464,3864,95.07437821636702,-0.2571025684236907
31,54.79275729014259,0.13331208248308457,0.13331208248308457,3186,0.040415134454681916,0.13765500053942037,0.07721162641148113,3864,50.362153379846845,0.15594003413271829
32,31.308971010359137,0.22295811377772723,0.22295811377772723,3192,0.08875902822521937,0.19979873839294415,0.15979360872967116,3864,45.97102827320449,0.00816791449789167
33,38.14690493714093,0.13961982061018274,0.13961982061018274,3192,0.09655136910859567,0.18474500267372163,0.17265504840078094,3864,59.728553784029025,0.24727105490515733
34,55.783528903614986,0.3285837444986639,0.3285837444986639,3192,0.09107397936440004,0.35660061164545964,0.1595617899667458,3864,73.74699620034045,0.5257607317953481
35,80.43419000917278,0.09770614992299664,0.09770614992299664,3192,0.08311391245318024,0.10935066706570928,0.15203973046760158,3864,87.30790942382446,0.12385678862951033
36,52.98133027935633,0.14289400885692638,0.14289400885692638,3192,0.08717458326328546,0.17242865413381492,0.15773382509649853,3864,74.58820674711939,0.16096389887296592
37,34.49215042663406,-0.24137814383214473,-0.24137814383214473,3192,0.002568715689645478,-0.20459001464251303,0.0051264994278773825,3864,57.32382542248609,-0.4032920644188187
