id_institution,test_SMAPE,test_R2,test_R2_clip,test_n_obs,outage_SMAPE,outage_R2
0,28.559905263465385,0.46592180062084787,0.46592180062084787,3192,37.89757291955255,-0.25842823925285363
1,29.996304183435274,0.3638799411104071,0.3638799411104071,3192,33.50219052227442,-0.2170113238317246
2,34.23519427142146,-0.06781604387030082,-0.06781604387030082,3192,41.728132551057065,-0.13516596789129132
3,35.67443658825823,0.43755153432945526,0.43755153432945526,3192,50.31404451368614,-1.5554723904854018
4,85.802212060303,0.06384397207137738,0.06384397207137738,3192,104.50884009162746,0.3105380081945055
5,80.24780874831978,0.21630250139459262,0.21630250139459262,3192,88.37843602728778,0.07811322271799515
6,94.94577623600907,-1.489289425040314,-1.0,3192,106.26103509720504,-2.697461926262807
7,95.93405757760698,0.14110085278552353,0.14110085278552353,3192,107.27444373679931,0.045106825270460504
8,121.01574580717613,-0.47391318567400154,-0.47391318567400154,3183,131.90487073661035,-1.0338799022410008
9,45.26335773483056,0.1415986048779465,0.1415986048779465,3192,67.40796084498491,-0.5474011299663359
10,56.68434209052569,0.4185881054383822,0.4185881054383822,3192,62.45226620572851,0.4690179569230194
11,129.26263335339644,-0.6188307872446994,-0.6188307872446994,3192,142.64235389788763,-0.6273715413139618
12,65.56389292625468,0.15157683801999822,0.15157683801999822,3190,83.59174882032224,0.22636086795091337
13,90.26438396189359,-0.006500082783343242,-0.006500082783343242,3191,90.77905524146979,0.12354521133112262
14,86.74121957540571,0.06420790644868624,0.06420790644868624,3192,99.26892643911013,-0.0004663614750815004
15,82.6392401615735,0.03463213456246894,0.03463213456246894,3192,107.86975542171386,-0.005659695648573715
16,74.54972842901905,0.3336299503524376,0.3336299503524376,3192,95.1400461328377,-0.00083723236357236
17,72.75945779203063,-0.15803880318030905,-0.15803880318030905,3192,95.90231142209488,-3.813521964331132
18,96.71868788225524,-0.010530660712932294,-0.010530660712932294,3192,116.77769092676908,0.07267224172633147
19,77.83834439222797,-0.007525126616090505,-0.007525126616090505,3192,85.10946607097699,-0.028947956267550756
20,95.55863308820915,-0.08980915398723477,-0.08980915398723477,3190,106.78889922340353,-0.11878329777100793
21,91.12797903726711,-0.02321567695377591,-0.02321567695377591,3192,90.16548204276792,-0.009755120768505599
22,41.7112566369476,0.29701125743162893,0.29701125743162893,3192,60.317224689005485,-0.317872540883251
23,38.253525413356876,0.4876729420929873,0.4876729420929873,3192,44.38690559615638,-0.24761661416374148
24,54.06720122556234,-0.05362152152663291,-0.05362152152663291,3192,71.61253456700261,-0.3095269780331671
25,54.359289317521196,0.05138421341455712,0.05138421341455712,3192,64.32790195383022,-0.0376792185734105
26,50.99961600193479,0.037145537704180054,0.037145537704180054,3192,93.56867953635115,-0.372912061372189
27,39.16936920561363,0.20559088736777464,0.20559088736777464,3192,61.242889581233825,-0.0747946025893873
28,51.6994070757997,0.03833495892436223,0.03833495892436223,3192,68.28568411407898,0.008879639959832208
29,58.49349820763145,-0.017270102907497087,-0.017270102907497087,3190,81.65655806988659,-0.7953823829626911
30,55.727262079288074,-0.3623991810431053,-0.3623991810431053,3190,71.87728665241082,-0.19586128695589644
31,56.83616129186518,0.04377680877262036,0.04377680877262036,3186,54.11484478238664,0.016240268032378324
32,32.674734897993986,0.21463579109221398,0.21463579109221398,3192,49.4349621842259,-0.18064415430822156
33,38.110947850734156,0.20598986202089786,0.20598986202089786,3192,65.55581261609939,0.04934990406833628
34,52.864569234324776,0.4459328336532342,0.4459328336532342,3192,71.4266402263522,0.5414324267761372
35,77.9773428357412,0.20488843920745858,0.20488843920745858,3192,82.17572034888993,0.23987422269378744
36,50.535906656583364,0.21337772474905525,0.21337772474905525,3192,73.13030039004987,0.16353112211574117
37,36.556134847734384,-0.45074945462242,-0.45074945462242,3192,57.63540058971086,-0.5967815992663557
38,89.74961029316472,-0.7330656388327363,-0.7330656388327363,3188,138.7233322509872,-3.366450505304236
39,100.41636054750545,-0.6723460805209045,-0.6723460805209045,3192,101.5921763125472,-2.4135733609490813
40,83.40018205030675,-0.048513007616360015,-0.048513007616360015,3192,74.05755504780535,0.3259167156137148
41,84.49404025265558,-0.7933155520568265,-0.7933155520568265,3192,90.02086368642361,-1.6788436864858052
42,82.42951708415767,0.17319112033020878,0.17319112033020878,3192,88.137948199534,0.26354181222868867
43,83.62679458947392,0.13474123525900683,0.13474123525900683,3192,100.52392511204866,0.20484698053200878
45,96.19242051119708,0.014333794088571161,0.014333794088571161,3192,104.0776142706775,-0.33962174690967584
46,109.65214391413917,-1.1801730939592114,-1.0,3192,122.52009852177086,-5.092461589654227
47,31.115861023103314,0.053695670683600594,0.053695670683600594,3188,44.3193357539438,-1.6009174807927358
48,30.935029265890503,0.2819470326320851,0.2819470326320851,3192,47.28813949236872,-0.45142711153820003
49,44.616615163885434,-0.06355813452455705,-0.06355813452455705,3192,59.81573960315598,-1.1040956520240237
50,35.562673935477925,0.4933059601781884,0.4933059601781884,3192,51.631430904487964,-1.312310411464575
51,68.12980859878401,0.017257774233942702,0.017257774233942702,3192,72.26353352175538,-15.973422080182072
52,42.92842859074202,0.4002130019529332,0.4002130019529332,3192,51.77383547391923,0.28839512961398317
53,35.463741991779834,0.4540577440051812,0.4540577440051812,3192,50.39322983007091,-0.8869143939914066
54,82.67232440376078,0.009304187298829314,0.009304187298829314,3192,84.73454691272335,0.30786940072284097
55,35.807715605200364,0.4110970070172153,0.4110970070172153,3192,45.237183221201505,-0.24441161293067282
56,43.61854538482607,0.2521371903888334,0.2521371903888334,3192,71.48368944330929,-1.1481656844002819
57,33.945325496446024,0.45793037347591503,0.45793037347591503,3192,52.299073530127835,-0.6793558578264187
58,84.64097047293752,0.2298848434684193,0.2298848434684193,3192,92.91564702189812,0.2863417354790334
59,38.202033262029786,0.41657469071369,0.41657469071369,3192,50.94702338860376,-0.40936338565171315
60,40.491952699555775,0.21893251672750724,0.21893251672750724,3192,62.41783824714727,-0.035712941470114945
61,33.62150895470287,0.006484836426611462,0.006484836426611462,3192,49.42207577575138,-0.3665033926559995
62,90.39384528355193,0.22851616330170954,0.22851616330170954,3192,92.80912688877349,0.2269855852564554
63,100.89590878041552,0.011557482438898425,0.011557482438898425,3192,106.31757997946998,0.1651698877147998
64,72.03979050791777,0.2931490487674685,0.2931490487674685,3192,89.67384297664405,0.2671763257093632
65,90.12065230974808,0.14975940369674046,0.14975940369674046,3192,96.91322010144027,0.32827899375825287
66,54.51348766795476,0.23927394711722272,0.23927394711722272,3192,74.54171500838476,0.07215053124479365
67,49.3013756222092,0.14542416633666455,0.14542416633666455,3192,64.08628317204416,-0.5918376028660428
68,34.597555964114676,0.2784140401899451,0.2784140401899451,3192,64.92871253789512,-0.7276738813181511
69,45.6422747966102,0.5018660131742068,0.5018660131742068,3192,71.55122303969235,0.26490539670947866
70,84.80413997716485,0.21813580373973795,0.21813580373973795,3192,100.7396201717763,0.4051783284243827
71,88.69172732856636,0.21220994002340088,0.21220994002340088,3192,95.15287610120062,0.2704577008652147
72,110.9952873549692,0.05405918972070811,0.05405918972070811,3192,116.48883560274457,-0.24424022354232666
73,76.47569246840288,0.16993434454196055,0.16993434454196055,3192,88.92715199805721,0.276349501814782
74,44.426590691588764,0.3146296337517437,0.3146296337517437,3192,52.850586259832575,0.12095017299258892
75,45.32585364455378,-0.014998686376425763,-0.014998686376425763,3192,66.28579198810904,-0.46415946890402093
76,80.75522987500808,0.1306273227423752,0.1306273227423752,3192,82.88465818801892,0.13840559925656004
77,67.89302665040107,-0.015967036459047623,-0.015967036459047623,3192,84.97445968166103,-0.3443969034998753
